ticket_id,customer_id,order_id,ticket_category,ticket_created_date,resolution_status,resolution_time_hours,customer_sentiment
7533742,140954,9094893,,10-09-2023 17:24,Escalated,42,Neutral
7533743,144690,9113369,Cancellation,21-07-2024 17:30,Resolved,20,Negative
7533744,128524,9219159,Delivery Issue,28-12-2022 23:07,Open,14,Negative
7533745,111123,9170270,Technical Support,17-11-2023 19:14,Escalated,11,Negative
7533746,118333,9158313,Return Request,07-08-2023 22:15,Resolved,7,Negative
7533747,117028,9090171,Delivery Issue,23-09-2023 11:06,Escalated,67,Neutral
7533748,113953,9174971,Technical Support,18-10-2023 13:40,Open,35,Neutral
7533749,126769,9125409,Cancellation,01-11-2023 13:25,Resolved,87,Neutral
7533750,146819,9234195,Delivery Issue,05-02-2023 14:10,Resolved,23,Neutral
7533751,142481,9163374,Payment Issue,02-12-2023 18:24,Open,55,Positive
7533752,141346,9142492,Delivery Issue,24-03-2026 10:00,Resolved,9,Negative
7533753,121768,9158097,Return Request,20-07-2022 12:57,Resolved,24,Negative
7533754,141658,9194486,Return Request,18-06-2024 22:12,RESOLVED,8720,Positive
7533755,106290,9108609,Technical Support,26-04-2023 22:52,Open,28,Neutral
7533756,132309,9141282,Delivery Issue,18-06-2023 22:47,Open,44,Negative
7533757,118880,9237965,Payment Issue,09-11-2022 15:48,RESOLVED,55,Neutral
7533758,134665,9005107,Product Quality,26-03-2025 23:15,Resolved,48,Positive
7533759,140876,9140736,Delivery Issue,25-07-2023 09:41,Escalated,132,Positive
7533760,112896,9198193,,13-09-2023 20:32,Open,-5,Negative
7533761,138350,9019924,Wrong Item,30-09-2024 11:25,Resolved,43,Negative
7533762,105062,9116134,Payment Issue,25-03-2024 08:21,Open,102,Positive
7533763,134989,9056243,,25-07-2023 21:23,Resolved,193,Negative
7533764,110673,9059744,Delivery Issue,03-03-2023 17:14,Resolved,17,Negative
7533765,128513,9195279,Cancellation,28-02-2022 19:01,Resolved,16,Positive
7533766,101781,9185255,Account Issue,10-08-2023 06:39,Resolved,9,Positive
7533767,114126,9076037,Refund,19-03-2022 07:07,Open,207,Positive
7533768,112369,9032969,Account Issue,15-02-2023 20:14,Resolved,9,Positive
7533769,126655,9150476,Refund,04-05-2022 20:46,Open,16,Negative
7533770,131235,9053027,Account Issue,03-11-2022 14:13,Resolved,2257,Neutral
7533771,115374,9097517,Return Request,01-11-2023 09:54,Resolved,-4,Neutral
7533772,123537,9050718,Technical Support,05-06-2022 11:07,Resolved,94,Negative
7533773,109269,9071920,Wrong Item,02-03-2025 19:49,Open,45,Negative
7533774,125803,9237256,Return Request,03-11-2022 17:38,Open,129,Neutral
7533775,128048,9037011,Technical Support,01-01-2022 20:06,Resolved,54,Negative
7533776,133139,9162702,Refund,05-01-2023 12:29,Resolved,21,Neutral
7533777,146125,9017051,Payment Issue,20-10-2024 13:08,Resolved,58,Neutral
7533778,134246,9003321,Refund,03-05-2023 20:33,Escalated,11,Neutral
7533779,117198,9093085,Wrong Item,11-08-2023 17:46,Open,44,Negative
7533780,106203,9088241,Delivery Issue,02-11-2022 18:10,Open,4,Negative
7533781,115067,,Account Issue,26-06-2022 15:25,Open,17,Negative
7533782,107396,9192534,Technical Support,31-03-2024 13:50,Resolved,54,Positive
7533783,137467,9165884,Wrong Item,12-04-2023 20:56,Escalated,19,Negative
7533784,120392,,Technical Support,24-12-2022 22:56,Resolved,35,Positive
7533785,113547,9201187,,07-06-2022 21:34,Resolved,4,Negative
7533786,112803,9019787,Account Issue,19-09-2024 14:33,Resolved,14,Neutral
7533787,116789,9106583,Refund,15-02-2025 16:06,Resolved,1,Neutral
7533788,139207,9118127,Technical Support,17-05-2023 18:13,Open,7,Neutral
7533789,103629,9178195,Payment Issue,30-01-2025 15:50,Resolved,35,Negative
7533790,125666,9126353,Wrong Item,06-08-2022 19:37,Resolved,227,Neutral
7533791,119811,9077349,Cancellation,11-12-2023 18:06,Open,2,Negative
7533792,145911,9207834,Return Request,28-10-2022 13:17,Resolved,4,Negative
7533793,126695,9175583,Technical Support,21-12-2022 09:54,Escalated,61,Neutral
7533794,119574,9159475,Technical Support,27-03-2025 19:23,Resolved,6,Positive
7533795,119034,9042545,Wrong Item,26-07-2024 16:22,open,21,Positive
7533796,127443,9006217,Wrong Item,28-09-2023 18:58,Resolved,20,Negative
7533797,121391,9064012,Return Request,07-10-2024 15:20,Escalated,25,Neutral
7533798,125342,9146147,Technical Support,09-04-2022 20:51,open,52,Negative
7533799,133091,9078597,,10-02-2023 05:01,RESOLVED,13,Negative
7533800,131130,9059887,Return Request,28-09-2024 13:00,Open,53,Negative
7533801,107214,,Cancellation,08-01-2024 04:31,Resolved,40,Positive
7533802,106825,9047494,Cancellation,18-10-2023 17:27,Resolved,10,Neutral
7533803,122279,9140838,Product Quality,10-06-2023 22:30,Resolved,7,Negative
7533804,120092,9107633,Product Quality,07-01-2022 18:24,Open,30,
7533805,101469,9112623,Return Request,17-07-2022 12:03,open,74,Positive
7533806,145801,9148694,Product Quality,29-01-2025 17:05,Resolved,31,Positive
7533807,140872,9140708,Technical Support,05-04-2023 19:56,Escalated,33,Negative
7533808,101089,9073234,Cancellation,09-08-2024 06:56,Open,6280,Positive
7533809,144688,9102884,Technical Support,21-07-2023 23:28,Open,9189,Neutral
7533810,106495,9070302,Wrong Item,02-10-2022 20:53,Open,58,Neutral
7533811,148093,9004887,,31-08-2023 20:52,Resolved,8,Positive
7533812,146372,9040097,,25-12-2022 21:44,Resolved,48,Negative
7533813,146634,9203410,Product Quality,20-12-2022 13:46,Escalated,39,Negative
7533814,139210,9031144,Technical Support,18-10-2023 22:46,Escalated,8,Negative
7533815,135755,9056668,Technical Support,11-01-2023 10:24,Open,47,Negative
7533816,103657,9138441,Payment Issue,11-01-2023 20:34,Open,203,
7533817,103612,,Wrong Item,15-08-2023 20:31,Escalated,35,Neutral
7533818,149228,9100516,Cancellation,13-09-2024 03:07,Open,8828,Negative
7533819,101112,9012890,Wrong Item,22-09-2024 23:25,Resolved,8992,Neutral
7533820,123707,,Product Quality,11-11-2023 08:18,Resolved,233,Neutral
7533821,106543,9095037,Refund,16-07-2024 18:07,Open,44,
7533822,130414,9109876,Account Issue,20-08-2023 18:57,Escalated,17,Neutral
7533823,114797,9197965,Return Request,25-01-2025 18:45,Open,68,Positive
7533824,145272,,Account Issue,06-08-2024 14:04,Open,238,Neutral
7533825,146537,9147581,Product Quality,01-04-2023 13:39,Resolved,5511,Negative
7533826,141908,9163792,Product Quality,21-10-2024 12:55,Resolved,19,Neutral
7533827,144941,,Payment Issue,01-01-2022 19:55,Resolved,19,Negative
7533828,139451,9123015,Cancellation,17-06-2024 10:57,Resolved,1713,Neutral
7533829,127794,9077034,Return Request,03-02-2023 17:28,open,23,Negative
7533830,125028,9243346,Wrong Item,02-02-2022 23:45,Open,-7,Neutral
7533831,118028,9224858,Delivery Issue,04-09-2022 08:06,Escalated,25,Negative
7533832,127197,9231079,Cancellation,26-06-2024 10:11,Resolved,135,Negative
7533833,115317,9089357,Delivery Issue,27-10-2024 11:22,Resolved,11,Negative
7533834,134806,9135411,Payment Issue,17-05-2022 13:35,open,206,Positive
7533835,448,9050368,Delivery Issue,27-10-2024 16:31,Open,3,Neutral
7533836,116635,9197185,Refund,19-01-2024 19:33,Resolved,1,Positive
7533837,148866,9036183,Cancellation,30-12-2023 09:27,Open,180,Negative
7533838,138835,9044985,Product Quality,06-06-2024 07:58,open,15,Negative
7533839,115206,9187453,Refund,17-11-2022 19:03,Open,76,
7533840,112584,9028818,Delivery Issue,08-07-2023 18:37,Open,190,Negative
7533841,122450,9242828,Payment Issue,27-05-2022 20:10,Resolved,29,Negative
7533842,145081,9235651,Product Quality,04-06-2023 12:16,Resolved,17,Negative
7533843,102463,9197555,Account Issue,29-07-2024 06:48,Escalated,111,Negative
7533844,101386,9227940,Return Request,07-11-2024 23:36,Resolved,10,Neutral
7533845,139771,,Cancellation,11-04-2022 21:11,Resolved,45,Positive
7533846,116165,9049996,Refund,04-02-2024 17:52,Resolved,7479,Negative
7533847,122616,9014524,,18-02-2025 19:05,Resolved,22,
7533848,143365,9172577,Wrong Item,09-11-2023 17:27,Resolved,54,Negative
7533849,107063,9222542,Cancellation,20-07-2023 10:22,Resolved,140,Negative
7533850,123408,9158118,Technical Support,27-10-2024 14:26,Escalated,23,Negative
7533851,139021,9058269,Return Request,30-05-2023 09:19,Open,1,Positive
7533852,135012,9219305,Technical Support,28-01-2023 11:33,Resolved,55,Neutral
7533853,139127,,Wrong Item,20-08-2023 15:56,Open,18,Negative
7533854,121718,9125269,Delivery Issue,06-09-2024 13:49,Escalated,2076,Positive
7533855,126630,9046926,Account Issue,04-10-2023 22:18,Resolved,25,Neutral
7533856,113812,9215591,Delivery Issue,05-12-2024 17:38,Resolved,49,Neutral
7533857,136692,9081173,,13-09-2022 13:53,Resolved,71,Neutral
7533858,105040,9198892,Return Request,06-08-2022 20:28,Resolved,57,
7533859,129721,,Product Quality,14-10-2022 22:13,Open,38,Neutral
7533860,113367,9017433,Technical Support,26-10-2022 20:29,Open,7956,
7533861,113587,9139843,Technical Support,22-12-2022 19:06,Resolved,19,Neutral
7533862,120500,9125239,Product Quality,03-06-2024 22:35,Escalated,13,Positive
7533863,112694,9097230,Return Request,01-12-2022 08:08,Open,231,Negative
7533864,134063,,Technical Support,01-12-2022 05:57,Closed,15,Neutral
7533865,122580,9235337,Account Issue,08-01-2025 11:39,Open,198,Neutral
7533866,103251,9176553,Cancellation,20-07-2022 19:00,Resolved,179,Negative
7533867,124281,9179585,Delivery Issue,08-05-2024 15:56,Open,139,Neutral
7533868,139468,9153997,Cancellation,23-09-2022 16:57,Resolved,20,Neutral
7533869,142681,9108063,Product Quality,04-05-2023 01:22,Resolved,3,Neutral
7533870,102837,9201734,Account Issue,03-06-2023 16:40,Open,235,Negative
7533871,101239,9217734,Technical Support,20-03-2022 22:52,Resolved,20,Negative
7533872,120738,9108136,Return Request,08-06-2024 20:10,Escalated,186,Positive
7533873,127999,9120207,Product Quality,22-08-2022 17:31,Resolved,27,Neutral
7533874,138183,,Return Request,23-10-2022 10:16,Resolved,148,Negative
7533875,132184,9059135,Technical Support,07-01-2025 08:25,Resolved,45,Neutral
7533876,130842,9082149,Wrong Item,11-08-2024 18:18,Escalated,8803,Negative
7533877,141753,9192826,Refund,28-07-2023 14:58,Resolved,-5,Neutral
7533878,114011,9170287,Wrong Item,27-06-2022 13:30,Open,5,Neutral
7533879,131756,,,03-12-2023 19:14,Resolved,222,Neutral
7533880,128563,9049233,Refund,22-10-2024 15:39,Escalated,14,
7533881,109747,9036388,Delivery Issue,02-05-2022 09:47,Resolved,9,Negative
7533882,143462,9188419,Payment Issue,20-09-2022 13:57,Resolved,11,Neutral
7533883,115932,9065376,Cancellation,18-10-2024 17:24,Escalated,9,Negative
7533884,100003,9001938,Return Request,27-03-2025 22:08,Escalated,67,Positive
7533885,102941,,Delivery Issue,19-07-2023 17:45,open,27,
7533886,148022,9227038,Product Quality,24-10-2022 06:15,Escalated,51,Neutral
7533887,132195,9221796,Cancellation,20-09-2023 09:46,Resolved,63,Negative
7533888,107762,9224229,Product Quality,09-01-2024 22:48,Resolved,8,Neutral
7533889,126176,9066416,Delivery Issue,27-03-2023 09:55,Open,15,Negative
7533890,117849,9072879,Wrong Item,20-07-2023 19:10,Resolved,51,Neutral
7533891,111427,9205488,Technical Support,01-08-2024 19:49,Open,24,Positive
7533892,138739,9082471,Wrong Item,11-03-2022 21:16,Resolved,48,Negative
7533893,108837,9168623,Account Issue,11-02-2025 10:14,Resolved,41,Negative
7533894,111992,,Cancellation,30-10-2022 15:49,Resolved,13,Positive
7533895,109973,9178543,Wrong Item,01-08-2023 21:45,Escalated,148,Negative
7533896,147739,9227300,Payment Issue,24-12-2023 09:29,Open,136,Neutral
7533897,108355,9213202,Account Issue,22-03-2022 08:50,Resolved,77,Positive
7533898,108655,9123878,,14-08-2022 06:54,Resolved,-9,Negative
7533899,131133,9037683,Cancellation,16-07-2023 04:52,Open,24,Negative
7533900,113930,9002512,Product Quality,22-12-2022 20:02,open,20,Positive
7533901,135119,9198630,Wrong Item,18-03-2023 19:49,Escalated,173,Negative
7533902,114294,9238800,Wrong Item,07-05-2022 20:12,Resolved,1345,Negative
7533903,135943,9166881,Technical Support,03-06-2023 18:54,open,17,Neutral
7533904,122728,9197301,Return Request,04-09-2023 10:04,Resolved,9,Neutral
7533905,111021,9116943,Refund,20-06-2022 21:12,Resolved,22,Negative
7533906,110696,9009423,Return Request,24-09-2022 07:13,Resolved,116,Negative
7533907,128244,9089203,Account Issue,24-05-2023 20:11,Resolved,89,Neutral
7533908,103976,9092698,Return Request,29-09-2022 18:01,Resolved,132,Neutral
7533909,112134,9051446,Technical Support,02-01-2023 18:28,Resolved,1,Negative
7533910,118179,9166671,,08-02-2024 21:51,Open,190,Negative
7533911,101665,9228644,Refund,04-06-2023 14:46,Open,71,Negative
7533912,146840,9069750,Account Issue,22-12-2022 19:36,RESOLVED,22,Positive
7533913,116917,9155489,Account Issue,18-02-2026 10:00,Resolved,27,Neutral
7533914,133261,9161713,Product Quality,06-11-2022 11:11,Resolved,22,Negative
7533915,123818,9229630,Refund,22-02-2025 13:19,Resolved,32,Neutral
7533916,149527,9006607,Account Issue,08-11-2024 16:15,Open,26,Positive
7533917,126405,9184751,Cancellation,17-02-2022 12:48,Resolved,33,Negative
7533918,145097,9012498,Payment Issue,08-05-2024 12:15,Escalated,24,Negative
7533919,101190,9189378,Refund,27-07-2023 14:16,Resolved,5722,Negative
7533920,106244,9214562,Delivery Issue,29-09-2024 21:25,Open,5,Positive
7533921,108800,9054380,Wrong Item,29-09-2023 22:39,Resolved,9,Neutral
7533922,138924,9221884,Refund,22-10-2023 20:13,Resolved,24,Positive
7533923,113502,9004846,Delivery Issue,08-06-2022 19:20,Escalated,47,Negative
7533924,139216,9127368,,21-03-2024 10:36,Open,158,Positive
7533925,139087,9235116,Delivery Issue,29-08-2022 19:14,Open,152,Negative
7533926,119251,9023534,Delivery Issue,23-01-2025 14:46,Resolved,51,Negative
7533927,131453,9242556,Technical Support,19-02-2023 12:17,Open,21,Neutral
7533928,143729,9133251,Product Quality,20-12-2023 19:47,Resolved,208,Negative
7533929,102578,9085491,Delivery Issue,22-03-2022 10:58,Escalated,194,Negative
7533930,138750,9008897,Refund,03-02-2025 18:44,Open,7135,Neutral
7533931,127387,9081289,Technical Support,31-10-2024 18:52,Open,13,
7533932,104849,9068900,Refund,12-09-2023 18:34,Resolved,9,
7533933,125544,9130207,Payment Issue,21-10-2023 17:58,Escalated,8603,Neutral
7533934,110973,9206339,Return Request,14-10-2024 00:06,Open,4,Positive
7533935,146125,9027117,Cancellation,07-06-2023 20:10,Escalated,227,Positive
7533936,149136,9071876,Payment Issue,29-12-2024 06:16,Open,6895,Negative
7533937,117649,9058170,Refund,15-10-2023 19:36,Resolved,3,Positive
7533938,128604,9032505,Product Quality,21-10-2023 21:17,Open,44,Neutral
7533939,136787,9073773,Account Issue,25-10-2024 21:53,Open,18,Negative
7533940,127671,9229814,Delivery Issue,31-08-2023 16:26,open,5,Negative
7533941,108176,9039660,Refund,22-11-2023 19:14,Escalated,163,Negative
7533942,102494,9075489,Payment Issue,03-11-2023 19:30,Resolved,13,Neutral
7533943,129121,9016752,Refund,14-07-2024 18:15,Resolved,83,Negative
7533944,133737,,Account Issue,12-10-2023 21:51,Open,207,Negative
7533945,108015,9238639,Refund,01-11-2024 19:49,Resolved,33,Positive
7533946,112693,9017484,Wrong Item,02-10-2023 14:39,Open,182,Neutral
7533947,116936,9187615,Payment Issue,09-01-2022 22:56,Resolved,217,
7533948,110543,9054003,Wrong Item,20-10-2023 20:32,Resolved,14,Negative
7533949,149622,9005644,,22-08-2022 08:41,Open,58,Neutral
7533950,115180,9155724,Refund,11-06-2022 19:36,RESOLVED,65,Positive
7533951,121578,9044062,Delivery Issue,04-02-2024 23:21,Escalated,56,
7533952,133661,9234691,,06-11-2022 15:23,Open,85,Neutral
7533953,104262,9188893,Account Issue,10-03-2024 19:23,Resolved,13,Neutral
7533954,142640,9028732,Product Quality,31-03-2025 21:38,Resolved,30,Neutral
7533955,118201,9039997,Account Issue,12-09-2023 02:02,Resolved,165,Negative
7533956,121385,9157135,Technical Support,28-08-2026 10:00,Escalated,18,Neutral
7533957,140513,9204484,Cancellation,18-06-2023 20:49,Escalated,12,Neutral
7533958,127460,9016362,Return Request,01-11-2024 13:26,Resolved,137,Neutral
7533959,147076,9103569,Technical Support,27-07-2024 12:16,Escalated,76,Negative
7533960,132659,9237300,Technical Support,25-05-2024 19:09,Open,17,Positive
7533961,137227,9224876,Wrong Item,15-01-2024 21:00,open,237,Negative
7533962,135468,9098432,Payment Issue,21-03-2022 19:09,Resolved,49,Negative
7533963,119762,9029637,Product Quality,22-04-2024 13:03,Open,5,Neutral
7533964,149919,9199408,Technical Support,15-04-2023 12:37,Resolved,-10,Positive
7533965,120484,9240834,Account Issue,25-12-2023 09:48,Resolved,24,Negative
7533966,121675,9079601,Return Request,21-06-2023 21:52,Open,15,Neutral
7533967,145674,9093496,Refund,18-07-2024 02:37,Resolved,13,Negative
7533968,115526,9209093,Technical Support,18-03-2022 20:51,Resolved,14,Negative
7533969,130969,9063156,Cancellation,08-03-2024 09:55,Resolved,20,Negative
7533970,110544,9012670,,21-03-2025 00:16,Open,215,Negative
7533971,136428,9160779,Delivery Issue,23-10-2023 20:52,Resolved,117,Neutral
7533972,139493,,Return Request,25-04-2022 14:37,open,6004,Neutral
7533973,109620,9225029,Account Issue,27-10-2023 20:13,Resolved,97,Neutral
7533974,134753,9085592,Payment Issue,03-11-2023 14:14,Escalated,9,Negative
7533975,130932,,Wrong Item,23-07-2024 22:59,Escalated,34,Negative
7533976,134989,9172046,Account Issue,24-04-2023 02:38,Escalated,54,Positive
7533977,118137,9056699,Return Request,01-08-2024 19:31,Resolved,8,Negative
7533978,138343,9121579,Product Quality,05-12-2024 19:42,Escalated,42,Negative
7533979,107416,,Cancellation,31-03-2022 18:32,Open,47,Negative
7533980,135041,9127330,Account Issue,22-11-2024 12:18,Resolved,21,Neutral
7533981,110936,9212249,,30-04-2023 22:04,Open,-7,Negative
7533982,119043,9153742,Refund,15-07-2024 20:08,Resolved,68,Negative
7533983,122935,9220708,Technical Support,11-08-2023 09:58,open,41,Neutral
7533984,131605,,Technical Support,12-10-2024 09:55,Resolved,2,Neutral
7533985,131250,9153384,,02-03-2023 19:10,Escalated,149,Negative
7533986,131973,9138634,Return Request,14-08-2023 21:24,Resolved,6732,
7533987,134871,9000123,Return Request,26-04-2024 14:34,Open,201,Negative
7533988,115685,9205616,Return Request,20-04-2022 16:42,Open,64,Negative
7533989,129781,9240328,Cancellation,24-10-2022 10:20,Resolved,9,Positive
7533990,145734,9068894,Account Issue,23-02-2024 19:55,Escalated,44,
7533991,102852,9101014,Cancellation,04-06-2023 17:28,Resolved,23,Positive
7533992,105009,9125447,Cancellation,05-06-2022 09:13,Open,17,Negative
7533993,136495,9105768,Payment Issue,27-03-2022 20:31,Escalated,31,Negative
7533994,144769,9049117,,31-03-2025 14:08,Resolved,66,Negative
7533995,127115,9198246,Refund,09-01-2023 18:10,Resolved,37,Negative
7533996,144963,,Delivery Issue,27-10-2022 09:30,Resolved,23,Positive
7533997,117395,9105744,Technical Support,13-04-2022 15:36,Open,11,Negative
7533998,147384,9162732,,02-12-2024 20:08,Escalated,15,Neutral
7533999,145189,9237305,,11-01-2022 12:22,Resolved,33,Negative
7534000,118450,9101750,,26-08-2022 19:05,Resolved,163,Neutral
7534001,114777,9192692,Cancellation,02-01-2023 10:28,Resolved,45,
7534002,146734,9118482,Account Issue,03-01-2022 21:41,Resolved,13,Negative
7534003,106125,9221178,Refund,03-05-2023 12:49,Resolved,7544,Positive
7534004,133463,9168484,Cancellation,06-11-2022 12:37,Resolved,1496,
7534005,122680,9219299,,09-11-2024 15:20,open,211,
7534006,148015,9143912,Cancellation,10-01-2025 10:41,Resolved,6862,Negative
7534007,138758,9212266,,10-11-2022 10:36,Open,21,Negative
7534008,116381,9108695,Payment Issue,25-12-2023 20:40,Escalated,11,Positive
7534009,144711,9111276,Product Quality,07-12-2023 23:23,Resolved,4,Negative
7534010,125180,9119072,Wrong Item,03-03-2024 19:11,Open,197,Positive
7534011,126627,9147010,Product Quality,28-02-2023 00:43,Resolved,39,Negative
7534012,140524,9013607,Return Request,16-02-2024 19:27,open,47,Negative
7534013,104105,9062599,Return Request,23-12-2022 21:19,Resolved,30,Positive
7534014,146801,9085293,Delivery Issue,26-03-2024 12:16,Resolved,8568,Negative
7534015,129253,9176219,Payment Issue,13-06-2022 13:39,Resolved,19,Negative
7534016,117215,9154480,Refund,12-05-2024 18:34,Resolved,-8,Neutral
7534017,132296,9213230,Product Quality,20-06-2024 19:43,Escalated,95,Negative
7534018,123999,9209287,Refund,06-07-2024 09:19,Resolved,67,Positive
7534019,148175,9091844,Technical Support,20-03-2023 12:27,Resolved,1,Negative
7534020,134175,9174988,Return Request,23-07-2022 11:15,Open,18,Negative
7534021,115396,9155708,Cancellation,02-01-2022 06:25,Escalated,15,Neutral
7534022,134460,9086547,Technical Support,01-09-2024 22:26,Escalated,2,Negative
7534023,141032,9052733,Payment Issue,28-04-2024 19:58,Resolved,5,Negative
7534024,106446,9127886,Product Quality,26-09-2023 18:07,Escalated,7,Neutral
7534025,122498,9031799,Delivery Issue,06-01-2022 22:46,Resolved,58,Positive
7534026,127952,9168512,Product Quality,07-02-2022 18:30,Open,47,Negative
7534027,140245,9195758,Delivery Issue,21-03-2023 17:13,open,16,Negative
7534028,129087,9157760,Technical Support,20-10-2022 08:34,open,9,Positive
7534029,145073,9135452,,23-05-2024 08:41,Resolved,28,Negative
7534030,144618,9186751,Return Request,01-05-2023 20:06,Open,21,Positive
7534031,112124,,Wrong Item,19-03-2025 23:53,open,185,Negative
7534032,132531,9186200,Technical Support,28-12-2024 17:32,Open,186,Negative
7534033,132592,9205008,Payment Issue,08-02-2025 15:54,Escalated,59,Neutral
7534034,141601,9176860,Payment Issue,30-09-2022 08:48,Resolved,3,Negative
7534035,137051,9047034,Delivery Issue,17-08-2022 20:23,Resolved,70,Negative
7534036,126772,9026411,Refund,01-06-2022 00:56,Resolved,105,Negative
7534037,112327,9128963,Return Request,22-03-2023 11:48,Resolved,21,Neutral
7534038,110824,9027790,Account Issue,13-10-2022 16:39,Resolved,6,Neutral
7534039,126551,9052590,,28-07-2023 21:51,Resolved,4299,Negative
7534040,134357,9086143,Wrong Item,01-09-2023 19:50,Resolved,64,Negative
7534041,131252,9050328,Product Quality,16-06-2022 21:45,Resolved,180,Negative
7534042,131115,,,26-05-2023 14:27,Open,3849,Negative
7534043,130443,9022788,Return Request,26-08-2022 19:14,Resolved,20,
7534044,132085,9043942,Account Issue,03-07-2022 16:12,Resolved,29,Neutral
7534045,111032,9188167,Account Issue,01-06-2023 21:00,Resolved,12,Negative
7534046,140827,9187112,Wrong Item,07-10-2023 10:24,Resolved,51,Neutral
7534047,109563,9112051,Product Quality,07-10-2024 12:43,Escalated,19,Neutral
7534048,147243,9024532,Payment Issue,24-09-2024 23:49,Resolved,125,Positive
7534049,105340,9010691,Payment Issue,22-06-2024 19:31,Resolved,44,
7534050,134871,9052168,Product Quality,30-01-2023 19:16,Resolved,29,Neutral
7534051,129879,,Account Issue,03-02-2025 18:07,Open,22,Negative
7534052,135627,9186684,Technical Support,30-01-2025 19:55,Resolved,40,Neutral
7534053,143913,9142273,Product Quality,11-06-2024 20:00,Open,13,Negative
7534054,100814,9092576,Account Issue,24-02-2024 18:35,Open,128,Neutral
7534055,141325,9028590,Payment Issue,13-05-2022 07:54,Resolved,137,Negative
7534056,115027,9249306,Wrong Item,20-03-2024 21:01,Open,8,Negative
7534057,147613,9111600,Technical Support,08-02-2025 18:03,Open,103,
7534058,110139,9221649,Cancellation,06-12-2024 20:11,Open,149,Positive
7534059,125513,9102637,Account Issue,03-05-2024 22:25,Resolved,10,Neutral
7534060,124528,9030851,Return Request,27-08-2023 18:37,Escalated,72,Positive
7534061,129575,9006762,Wrong Item,29-08-2023 15:13,Closed,36,Negative
7534062,145278,9121459,Product Quality,29-12-2024 18:18,Open,96,Negative
7534063,117001,9199829,Product Quality,28-02-2024 17:21,Open,6,Positive
7534064,129817,9129837,Account Issue,27-10-2022 19:46,Escalated,149,Negative
7534065,130607,9097115,Cancellation,02-05-2023 15:03,Resolved,20,Positive
7534066,130443,9134096,Return Request,09-02-2024 16:36,Open,18,Negative
7534067,104449,9053096,Cancellation,17-09-2023 14:56,Open,23,Positive
7534068,133255,9196586,Refund,14-10-2024 07:40,Escalated,27,Negative
7534069,140375,,Delivery Issue,20-10-2022 08:03,Resolved,235,Neutral
7534070,135742,9023900,Refund,11-01-2024 22:34,Open,189,
7534071,143324,9128173,Cancellation,26-03-2023 17:10,Resolved,29,Negative
7534072,120735,9064344,Wrong Item,11-05-2024 07:14,Escalated,23,Neutral
7534073,140263,9031907,Cancellation,29-05-2024 10:26,Open,131,
7534074,119777,9115874,Account Issue,14-11-2024 12:12,Open,-2,Positive
7534075,119584,9070234,Account Issue,05-05-2026 10:00,Resolved,231,Positive
7534076,104395,9030178,Delivery Issue,10-07-2023 16:07,Escalated,6,Neutral
7534077,137364,9227261,Payment Issue,28-09-2022 13:28,Open,15,Positive
7534078,117680,,Payment Issue,07-07-2022 19:52,Escalated,11,Neutral
7534079,111880,9040119,Delivery Issue,02-05-2022 14:14,Resolved,3,Neutral
7534080,100912,9143797,Refund,19-02-2025 18:34,Resolved,50,Neutral
7534081,110902,9079127,Payment Issue,02-05-2023 19:45,Resolved,19,Positive
7534082,128479,9210398,,16-10-2024 21:14,Open,11,Negative
7534083,125373,9021271,Delivery Issue,14-03-2026 10:00,Open,61,Neutral
7534084,130955,9011897,Product Quality,14-01-2025 07:07,Resolved,15,Positive
7534085,133588,,Wrong Item,10-01-2025 19:56,Resolved,6,Negative
7534086,135258,9244108,Wrong Item,18-02-2024 21:39,Open,3,Neutral
7534087,128430,9206692,Delivery Issue,17-11-2024 22:28,open,43,Negative
7534088,149793,9037761,Account Issue,29-09-2023 17:38,Resolved,-7,Neutral
7534089,103032,9246848,,24-09-2023 21:27,Open,6,Negative
7534090,100630,9211219,Technical Support,02-06-2022 10:30,Resolved,-4,Neutral
7534091,143415,9164098,Return Request,09-08-2024 20:15,Resolved,5063,Negative
7534092,128426,,Refund,23-03-2022 20:51,Resolved,71,Neutral
7534093,137054,9141415,,13-07-2022 21:01,Resolved,20,Negative
7534094,129693,9226121,Delivery Issue,19-10-2023 20:54,Open,54,Negative
7534095,110575,9006371,,16-07-2024 21:19,open,4970,Positive
7534096,105090,9239979,Cancellation,07-01-2023 10:26,Open,51,Negative
7534097,127634,9094267,Refund,22-05-2022 22:36,Resolved,16,Negative
7534098,143173,9165487,Cancellation,02-03-2023 16:25,Resolved,1,
7534099,138366,9067580,Return Request,22-07-2023 18:55,Resolved,15,Positive
7534100,108810,9126024,Return Request,06-01-2022 19:51,Resolved,60,
7534101,124129,9074198,Product Quality,15-10-2022 05:53,Resolved,16,Negative
7534102,140349,9065494,Refund,15-04-2022 18:48,Resolved,10,Negative
7534103,105953,9212639,Wrong Item,30-04-2024 01:04,Open,9,Negative
7534104,136266,9049214,Return Request,19-11-2024 08:06,Resolved,125,Negative
7534105,103174,9100233,Technical Support,15-03-2022 20:37,Resolved,23,Positive
7534106,131372,9199006,Account Issue,28-02-2022 16:00,Resolved,33,Positive
7534107,111927,9200158,Refund,16-09-2022 10:02,Open,181,
7534108,132665,9234963,Payment Issue,15-02-2022 17:35,Resolved,3385,Neutral
