delivery_id,order_id,warehouse_id,delivery_partner,dispatch_date,delivery_attempts,delivery_status,delay_days
6117290,9062240,106,delhivery,29-10-2024,1,Failed,0
6117291,9075597,115,BlueDart,17-03-2025,3,Failed,0
6117292,9049776,129,XpressBees,29-03-2023,2,delivered,0
6117293,9026674,112,Delhivery,03-01-2024,1,Failed,3
6117294,9229280,101,Amazon Logistics,06-11-2022,1,Delivered,2
6117295,9189882,111,BlueDart,02-11-2022,3,Failed,0
6117296,9193635,114,BlueDart,08-10-2022,1,Delivered,0
6117297,9177938,109,BlueDart,23-02-2024,1,Out for Delivery,0
6117298,9235765,133,BlueDart,04-01-2023,1,Delivered,1
6117299,9032807,130,XpressBees,01-09-2022,1,Returned,3
6117300,9002034,114,BlueDart,21-11-2024,1,Returned,0
6117301,9037551,145,BlueDart,05-03-2025,1,Returned,0
6117302,9108878,146,BlueDart,17-12-2024,2,Delivered,1
6117303,9172381,138,Ekart,21-12-2024,1,Delivered,5
6117304,9092007,,XpressBees,24-08-2023,1,Failed,8
6117305,9002812,110,DTDC,28-08-2022,2,Returned,0
6117306,9043513,101,Ekart,11-12-2024,2,Failed,1
6117307,9126923,118,DTDC,01-11-2023,1,Returned,1
6117308,9130255,102,Ekart,12-09-2022,1,Failed,1
6117309,9234773,127,Delhivery,31-03-2022,1,Delivered,0
6117310,9125246,118,Delhivery,21-02-2025,1,Out for Delivery,-2
6117311,9015380,134,India Post,20-10-2022,1,Delivered,1
6117312,9220737,132,EKART,03-08-2023,1,delivered,2
6117313,9166562,148,Shadowfax,01-03-2023,1,Delivered,0
6117314,9237094,116,Ekart,28-11-2023,1,Returned,0
6117315,9027277,122,Delhivery,03-01-2023,1,Failed,1
6117316,9218729,110,XpressBees,22-10-2024,2,Delivered,0
6117317,9037402,103,Shadowfax,16-06-2024,1,Returned,2
6117318,9045742,146,BlueDart,06-07-2023,1,Returned,2
6117319,9098009,138,BlueDart,29-09-2023,1,In Transit,1
6117320,9148880,136,XpressBees,15-09-2022,2,Failed,1
6117321,9006606,131,BlueDart,18-03-2023,1,Delivered,0
6117322,9168752,141,India Post,30-03-2025,1,Delivered,1
6117323,9172343,130,FedEx India,30-12-2024,2,Delivered,2
6117324,9134465,106,India Post,01-12-2024,2,Failed,1
6117325,9163834,114,Ekart,03-07-2023,1,Delivered,2
6117326,9003625,106,Delhivery,25-02-2025,2,Delivered,1
6117327,9092632,144,DTDC,25-01-2025,15,Delivered,0
6117328,9114526,107,Delhivery,26-06-2023,2,Returned,0
6117329,9148866,122,India Post,15-02-2022,1,Delivered,0
6117330,9219829,130,Delhivery,21-10-2022,1,In Transit,0
6117331,9178743,120,XpressBees,27-09-2024,1,Delivered,2
6117332,9161160,140,DTDC,15-06-2022,1,Delivered,0
6117333,9065894,138,Shadowfax,15-03-2023,1,Delivered,0
6117334,9008011,120,Blue Dart,04-06-2024,1,Delivered,2
6117335,9144634,131,BlueDart,16-07-2022,2,Delivered,2
6117336,9021607,110,India Post,02-11-2024,1,Out for Delivery,0
6117337,9070176,101,FedEx India,01-06-2023,1,Failed,0
6117338,9165239,140,BlueDart,16-09-2023,20,Delivered,0
6117339,9152603,125,Ekart,21-04-2024,1,Delivered,1
6117340,9125426,114,Delhivery,19-10-2023,1,Failed,1
6117341,9099057,130,Ekart,29-09-2024,3,Delivered,0
6117342,9066198,132,Delhivery,04-07-2022,1,Failed,0
6117343,9095879,129,FedEx India,29-10-2022,1,Delivered,0
6117344,9190058,136,India Post,20-03-2025,1,Delivered,0
6117345,9195852,142,DTDC,30-06-2024,1,Delivered,3
6117346,9247760,126,DTDC,10-06-2023,1,Failed,1
6117347,9116027,121,XpressBees,30-09-2024,1,Delivered,1
6117348,9091792,143,FedEx India,21-05-2022,1,Delivered,0
6117349,9186532,141,XpressBees,03-05-2022,15,Delivered,1
6117350,9124733,147,Amazon Logistics,17-05-2022,1,Failed,2
6117351,9129992,120,XpressBees,30-10-2022,2,Delivered,1
6117352,9216720,146,BlueDart,30-12-2024,1,Delivered,2
6117353,9083357,146,DTDC,12-09-2024,3,Delivered,2
6117354,9106280,104,Ekart,14-12-2022,1,Delivered,0
6117355,9164266,140,Delhivery,26-03-2023,2,Returned,0
6117356,9116988,,BlueDart,04-12-2024,1,Delivered,1
6117357,9039636,132,XpressBees,28-09-2023,3,Returned,0
6117358,9112652,103,XpressBees,26-10-2024,1,Delivered,0
6117359,9137554,105,Delhivery,31-10-2024,1,Returned,0
6117360,9209051,121,Amazon Logistics,06-09-2023,2,Delivered,0
6117361,9137885,137,BlueDart,23-10-2022,1,Returned,0
6117362,9155246,112,India Post,29-07-2023,1,Delivered,0
6117363,9199241,106,delhivery,05-07-2024,2,Returned,0
6117364,9094625,140,Amazon Logistics,23-03-2022,1,Delivered,0
6117365,9104317,147,India Post,22-12-2023,1,Delivered,0
6117366,9099134,113,XpressBees,20-06-2024,1,Delivered,0
6117367,9150231,148,EKART,31-01-2022,3,Delivered,4
6117368,9189521,147,FedEx India,22-01-2023,1,In Transit,1
6117369,9162253,134,Ekart,18-02-2024,1,Delivered,0
6117370,9140544,149,Ekart,02-04-2023,1,Delivered,0
6117371,9082763,108,Ekart,09-09-2022,1,Delivered,1
6117372,9214363,144,DTDC,07-01-2023,1,Delivered,3
6117373,9107497,144,Delhivery,07-01-2023,1,Delivered,3
6117374,9166488,126,Shadowfax,01-07-2024,1,Delivered,0
6117375,9207673,116,Ekart,16-07-2022,1,Out for Delivery,3
6117376,9125674,131,Delhivery,15-10-2022,1,Delivered,0
6117377,9142533,127,India Post,16-11-2024,2,Delivered,3
6117378,9081618,121,EKART,09-03-2024,1,Returned,1
6117379,9023421,143,Shadowfax,30-10-2023,1,In Transit,0
6117380,9222074,101,Ekart,03-02-2023,1,Failed,1
6117381,9129122,139,FedEx India,14-09-2022,3,Delivered,1
6117382,9020772,124,Xpressbees,10-08-2023,2,Delivered,1
6117383,9031360,149,Delhivery,10-09-2023,1,Delivered,2
6117384,9236372,103,Ekart,06-06-2024,2,Delivered,0
6117385,9004441,131,DTDC,19-05-2024,1,Returned,9
6117386,9138748,110,FedEx India,06-04-2024,1,Delivered,1
6117387,9193812,108,Shadowfax,08-01-2023,1,Delivered,6
6117388,9213629,143,BlueDart,15-06-2024,1,Failed,8
6117389,9248068,128,India Post,04-01-2023,3,Delivered,0
6117390,9012611,150,Blue Dart,31-01-2022,1,Out for Delivery,1
6117391,9163813,126,DTDC,27-10-2024,1,Failed,0
6117392,9016548,140,Ekart,16-09-2023,1,Returned,0
6117393,9154166,144,XpressBees,17-04-2022,1,Returned,0
6117394,9176870,119,Ekart,07-01-2024,1,Delivered,2
6117395,9015121,128,Amazon Logistics,22-03-2022,1,Delivered,2
6117396,9075389,110,BlueDart,16-06-2022,1,Delivered,2
6117397,9200336,124,Ekart,28-06-2023,1,Failed,0
6117398,9142077,136,Ekart,28-09-2024,1,Delivered,3
6117399,9063132,133,XpressBees,14-02-2025,2,Delivered,1
6117400,9077802,,Shadowfax,22-09-2022,1,Delivered,0
6117401,9107696,110,EKART,29-08-2022,1,Returned,3
6117402,43,126,delhivery,30-05-2023,2,Delivered,1
6117403,9116835,122,Ekart,28-03-2024,1,Out for Delivery,0
6117404,9007747,117,Delhivery,30-07-2022,2,Delivered,0
6117405,9038934,113,Blue Dart,29-08-2023,1,Delivered,2
6117406,9093887,105,India Post,06-07-2022,1,Delivered,1
6117407,9188094,119,Delhivery,30-09-2024,1,Delivered,1
6117408,9082797,122,Amazon Logistics,27-10-2024,1,Delivered,0
6117409,9004801,134,India Post,01-06-2022,1,Delivered,0
6117410,9153213,140,BlueDart,28-01-2023,1,Delivered,0
6117411,9010642,132,FedEx India,21-09-2022,3,Delivered,2
6117412,9189091,137,delhivery,09-06-2022,1,Delivered,2
6117413,9105039,126,BlueDart,23-03-2023,1,Failed,1
6117414,9001878,112,Ekart,23-03-2025,1,Delivered,10
6117415,9194127,148,delhivery,28-09-2022,2,Failed,1
6117416,9221260,127,DTDC,05-05-2023,1,Delivered,3
6117417,9169846,112,DTDC,29-05-2022,2,Delivered,0
6117418,9167199,103,BlueDart,22-02-2022,3,Returned,1
6117419,9038450,148,Delhivery,04-10-2023,1,Delivered,2
6117420,9018221,126,FedEx India,18-03-2023,2,Failed,2
6117421,9011354,149,FedEx India,17-03-2025,1,Failed,0
6117422,9055468,101,Amazon Logistics,16-11-2023,1,Delivered,0
6117423,9153865,129,Delhivery,20-02-2024,1,Returned,2
6117424,9061400,149,Amazon Logistics,01-09-2022,1,Delivered,0
6117425,9101660,147,DTDC,16-09-2023,1,Delivered,2
6117426,9110887,111,India Post,13-02-2022,2,Delivered,2
6117427,9072999,107,EKART,01-05-2023,2,Failed,2
6117428,9140231,134,Ekart,16-04-2024,2,Delivered,3
6117429,9008546,146,Delhivery,27-09-2024,2,Delivered,0
6117430,9187984,111,DTDC,06-01-2025,1,Delivered,8
6117431,9211116,106,DTDC,17-08-2022,3,Returned,2
6117432,9009515,121,FedEx India,22-02-2025,2,Failed,1
6117433,9040254,142,Ekart,08-01-2023,1,Delivered,0
6117434,9087548,,XpressBees,24-01-2022,2,Delivered,0
6117435,9127575,110,Shadowfax,23-11-2023,2,Failed,0
6117436,9026387,103,Ekart,28-11-2023,2,Delivered,2
6117437,9239605,104,Xpressbees,24-11-2023,1,Delivered,0
6117438,9125614,127,Ekart,23-03-2025,1,Delivered,0
6117439,9074763,142,XpressBees,06-02-2024,1,Delivered,0
6117440,9147848,121,Shadowfax,17-10-2023,1,Delivered,3
6117441,9121891,142,Delhivery,07-04-2023,1,In Transit,0
6117442,9223550,117,delhivery,11-08-2023,1,Delivered,0
6117443,9065041,119,Ekart,03-01-2023,1,Delivered,0
6117444,9106141,129,India Post,18-01-2025,1,Delivered,0
6117445,9209222,119,Ekart,27-04-2023,1,Out for Delivery,1
6117446,9187823,137,DTDC,15-03-2022,2,Failed,2
6117447,9135971,132,BlueDart,02-03-2022,1,Failed,12
6117448,9221397,137,BlueDart,24-10-2022,1,Failed,0
6117449,9211983,112,BlueDart,15-08-2022,1,Failed,7
6117450,9181967,111,XpressBees,05-01-2022,1,Returned,0
6117451,9106209,146,Blue Dart,16-04-2022,1,Delivered,1
6117452,9035573,134,Delhivery,06-08-2022,3,Failed,5
6117453,9215431,101,Xpressbees,09-03-2024,2,Delivered,2
6117454,9037046,120,Delhivery,09-01-2024,1,Delivered,12
6117455,9187051,120,BlueDart,14-01-2022,1,Delivered,0
6117456,9184056,107,Delhivery,21-09-2024,1,Out for Delivery,0
6117457,9038445,111,Ekart,05-06-2022,1,Returned,3
6117458,9122901,146,DTDC,11-10-2022,1,Failed,0
6117459,9141677,113,FedEx India,20-09-2024,2,delivered,3
6117460,9150004,148,XpressBees,21-06-2023,1,Delivered,0
6117461,9218610,146,Amazon Logistics,14-04-2023,1,Delivered,0
6117462,9225233,140,EKART,31-07-2023,1,Delivered,0
6117463,9247871,150,Amazon Logistics,16-01-2023,1,Delivered,2
6117464,9068652,126,Delhivery,26-04-2022,1,Delivered,2
6117465,9040998,136,Ekart,03-01-2023,2,Returned,10
6117466,9009912,134,Delhivery,10-08-2022,1,Delivered,3
6117467,9201464,133,Amazon Logistics,30-12-2023,1,Delivered,1
6117468,9006420,124,XpressBees,09-01-2023,1,Failed,-3
6117469,9214053,126,DTDC,19-03-2023,1,Delivered,1
6117470,9223963,149,XpressBees,26-12-2024,1,Returned,2
6117471,9001737,127,Delhivery,03-01-2022,15,Delivered,1
6117472,9111335,119,Ekart,29-10-2023,1,Delivered,1
6117473,9096065,111,XpressBees,23-12-2022,1,Delivered,3
6117474,9167280,112,XpressBees,18-12-2023,1,Delivered,1
6117475,9036724,138,XpressBees,30-08-2023,2,Delivered,0
6117476,9132606,124,BlueDart,12-11-2023,1,Failed,0
6117477,9057872,111,India Post,08-08-2024,15,Delivered,2
6117478,9014420,123,India Post,29-12-2024,1,Delivered,0
6117479,9249114,,Delhivery,19-10-2022,1,Returned,0
6117480,9000557,150,Xpressbees,21-10-2023,1,In Transit,1
6117481,9196536,132,EKART,27-12-2023,1,Delivered,0
6117482,9243582,148,Ekart,01-11-2023,1,Delivered,0
6117483,9125456,113,Ekart,04-11-2023,1,Delivered,3
6117484,9196007,103,FedEx India,01-08-2022,1,Delivered,0
6117485,9021955,136,EKART,17-07-2024,2,Failed,0
6117486,9058437,112,Shadowfax,26-06-2024,1,Delivered,1
6117487,9125785,138,BlueDart,05-03-2024,1,Delivered,5
6117488,9009906,114,Shadowfax,04-05-2023,1,Delivered,2
6117489,9214361,105,India Post,12-09-2024,1,Failed,1
6117490,9031982,,BlueDart,30-09-2022,2,Delivered,0
6117491,9225718,117,XpressBees,05-06-2023,2,Delivered,0
6117492,9144984,119,FedEx India,18-10-2023,2,Returned,3
6117493,9214629,102,DTDC,22-10-2023,1,Delivered,1
6117494,9055537,108,Shadowfax,12-08-2024,1,Delivered,3
6117495,9085324,120,BlueDart,26-12-2022,1,Delivered,2
6117496,9085389,117,Delhivery,28-09-2022,1,delivered,0
6117497,9046469,144,DTDC,31-08-2022,1,Delivered,1
6117498,9042412,139,DTDC,06-11-2022,1,Delivered,1
6117499,9226655,105,Ekart,02-11-2022,3,Failed,2
6117500,9103170,104,XpressBees,21-03-2023,1,Delivered,12
6117501,9119249,106,Delhivery,07-03-2025,1,Delivered,0
6117502,9131057,144,delhivery,28-07-2022,2,Delivered,0
6117503,9242228,126,Blue Dart,17-12-2024,1,Delivered,0
6117504,9218854,115,DTDC,22-09-2022,3,Delivered,0
6117505,9068342,106,Amazon Logistics,17-08-2023,1,Returned,0
6117506,9036276,130,DTDC,16-03-2025,1,Delivered,0
6117507,9030266,101,India Post,05-02-2022,1,Failed,1
6117508,9184195,114,Delhivery,03-07-2023,1,Delivered,0
6117509,9044426,117,delhivery,31-03-2023,1,Delivered,0
6117510,9004134,111,Ekart,24-05-2023,1,In Transit,1
6117511,9066368,148,Ekart,09-06-2022,2,Delivered,1
6117512,9103760,144,FedEx India,04-06-2023,1,Delivered,0
6117513,9033831,135,FedEx India,07-01-2022,1,Failed,0
6117514,9131823,102,Delhivery,23-12-2024,1,Delivered,1
6117515,9026442,108,Delhivery,10-07-2022,2,Delivered,0
6117516,9166428,128,Delhivery,23-05-2024,1,Delivered,0
6117517,9065321,136,BlueDart,13-03-2025,3,Delivered,1
6117518,9074196,106,DTDC,08-05-2024,1,Delivered,3
6117519,9207383,145,FedEx India,19-11-2022,1,Delivered,2
6117520,9125336,102,Ekart,20-05-2022,20,Delivered,0
6117521,9245158,102,Shadowfax,19-02-2023,1,In Transit,0
6117522,9038665,102,India Post,14-02-2023,1,Out for Delivery,-2
6117523,9151709,149,BlueDart,18-08-2022,1,Failed,0
6117524,9232649,134,Ekart,06-05-2024,1,Delivered,1
6117525,9153605,113,Delhivery,14-05-2022,1,Delivered,0
6117526,9231444,104,Xpressbees,26-03-2022,1,Delivered,3
6117527,9186734,137,Delhivery,24-02-2022,1,Delivered,2
6117528,9173119,106,Ekart,01-08-2023,2,In Transit,1
6117529,9056131,,Delhivery,16-12-2022,1,Failed,1
6117530,9103064,121,FedEx India,05-11-2022,2,Delivered,1
6117531,9060198,140,Ekart,26-12-2022,1,Delivered,12
6117532,9057151,136,Ekart,05-01-2023,1,Delivered,0
6117533,9041128,129,Delhivery,05-11-2023,1,Delivered,1
6117534,9087471,105,Blue Dart,13-03-2025,1,Delivered,3
6117535,9166984,133,BlueDart,01-01-2022,1,Delivered,1
6117536,9118314,119,Ekart,07-08-2022,1,Delivered,2
6117537,9053778,134,Shadowfax,31-08-2023,2,Failed,0
6117538,9061961,123,Amazon Logistics,20-09-2024,1,Delivered,3
6117539,9006474,127,Amazon Logistics,09-05-2024,1,Delivered,0
6117540,9247007,124,XpressBees,11-07-2023,2,Returned,2
6117541,9015158,123,Ekart,12-04-2023,1,Delivered,7
6117542,9026698,120,delhivery,09-01-2022,1,Returned,3
6117543,9081254,108,FedEx India,02-06-2022,2,In Transit,3
6117544,9000530,135,BlueDart,26-03-2023,1,Delivered,1
6117545,9086636,150,BlueDart,30-12-2024,1,Failed,0
6117546,9090190,,XpressBees,07-10-2023,1,Delivered,0
6117547,9162125,118,XpressBees,24-12-2022,2,Delivered,3
6117548,9149214,138,Amazon Logistics,03-07-2022,2,Delivered,0
6117549,9063299,141,Delhivery,16-08-2022,2,Delivered,0
6117550,9075747,135,FedEx India,11-09-2023,1,Failed,0
6117551,9041177,118,Shadowfax,14-02-2024,1,Delivered,0
6117552,9102604,115,XpressBees,04-06-2023,1,Failed,0
6117553,9040062,101,Delhivery,22-05-2022,1,Delivered,0
6117554,9249725,125,Shadowfax,08-04-2023,1,Delivered,1
6117555,9103380,122,India Post,04-01-2024,2,Delivered,6
6117556,9240099,113,Amazon Logistics,21-10-2022,1,Returned,3
6117557,9228836,117,Amazon Logistics,29-11-2023,2,Delivered,0
6117558,9011299,124,DTDC,21-05-2024,2,Failed,0
6117559,9010320,146,Xpressbees,25-10-2023,1,Out for Delivery,1
6117560,9003106,142,India Post,19-01-2025,1,Delivered,3
6117561,9224911,132,DTDC,30-09-2023,1,Delivered,0
6117562,9186813,144,Ekart,22-09-2024,1,Returned,0
6117563,9112704,137,Amazon Logistics,17-02-2022,2,Delivered,2
6117564,9175169,116,Delhivery,20-10-2024,1,Delivered,5
6117565,9141068,121,XpressBees,14-02-2022,1,Delivered,2
6117566,9120549,135,Ekart,23-09-2024,2,Delivered,6
6117567,9010553,147,XpressBees,19-06-2023,1,Delivered,0
6117568,9236712,114,XpressBees,07-04-2023,1,Delivered,7
6117569,9123873,121,BlueDart,05-01-2022,2,Returned,0
6117570,9188568,126,Shadowfax,24-10-2023,2,Delivered,0
6117571,9177612,139,Ekart,15-07-2022,2,Delivered,4
6117572,9003454,126,FedEx India,26-02-2023,1,Delivered,0
6117573,9057040,104,DTDC,26-09-2023,1,Delivered,2
6117574,9042268,109,XpressBees,20-01-2022,2,Delivered,2
6117575,9060190,131,DTDC,12-05-2022,1,Delivered,0
6117576,9216715,104,FedEx India,18-02-2023,1,Delivered,2
6117577,9238282,145,Delhivery,21-05-2023,1,Failed,1
6117578,9148040,133,Shadowfax,26-11-2023,1,Delivered,1
6117579,9037356,105,India Post,16-07-2023,1,Failed,0
6117580,9038432,126,BlueDart,20-01-2024,3,Returned,0
6117581,9158222,133,Delhivery,05-06-2024,1,Delivered,0
6117582,9014285,142,Delhivery,01-01-2025,1,Failed,0
6117583,9038842,149,XpressBees,29-01-2025,1,Delivered,0
6117584,9091100,148,XpressBees,05-10-2022,2,Delivered,6
6117585,9200739,140,Ekart,29-01-2022,1,Failed,9
6117586,9210265,135,FedEx India,25-10-2022,1,Delivered,0
6117587,9108747,116,Ekart,09-06-2023,2,Delivered,8
6117588,9057052,108,DTDC,19-09-2023,1,Delivered,7
6117589,9126455,132,EKART,12-08-2023,1,Delivered,0
6117590,9120900,136,Delhivery,03-03-2024,1,Failed,0
6117591,9080043,116,DTDC,14-08-2024,1,Delivered,0
6117592,9024195,120,DTDC,04-11-2023,2,Delivered,3
6117593,9130788,115,Delhivery,11-11-2022,1,Delivered,1
6117594,9174634,128,XpressBees,18-12-2024,2,Delivered,0
6117595,9126817,140,XpressBees,27-10-2023,2,Delivered,3
6117596,9062981,135,XpressBees,02-01-2024,2,Returned,0
6117597,9160741,107,Delhivery,05-06-2024,1,Returned,0
6117598,9095394,137,Amazon Logistics,20-09-2024,1,Delivered,0
6117599,9020347,137,XpressBees,08-11-2022,1,Delivered,3
6117600,9148438,150,DTDC,29-07-2024,1,Delivered,0
6117601,9101237,,DTDC,20-10-2022,1,Failed,1
6117602,9052624,121,Delhivery,30-10-2022,2,Failed,3
6117603,9235007,121,Delhivery,08-10-2024,3,Delivered,0
6117604,9204412,118,BlueDart,09-03-2022,1,Delivered,2
6117605,9097703,134,Ekart,26-06-2024,1,Delivered,2
6117606,9154711,107,Delhivery,15-05-2024,2,Delivered,1
6117607,9134795,104,EKART,21-12-2023,1,Failed,3
6117608,9218565,126,Shadowfax,20-10-2024,1,Delivered,0
6117609,9179339,130,FedEx India,28-02-2025,2,Delivered,2
6117610,9088357,119,Ekart,20-05-2024,2,Delivered,0
6117611,9064048,143,Ekart,13-01-2025,1,Delivered,1
6117612,9005665,116,Delhivery,30-10-2024,3,Delivered,0
6117613,9196203,127,Blue Dart,22-10-2022,1,Delivered,1
6117614,9053345,102,Shadowfax,21-05-2024,1,Failed,3
6117615,9079332,120,EKART,28-12-2022,1,In Transit,2
6117616,9160810,120,Blue Dart,10-01-2023,1,Delivered,1
6117617,9020157,102,Ekart,08-11-2024,1,Delivered,2
6117618,9127397,133,XpressBees,20-02-2025,1,Delivered,2
6117619,9213969,133,DTDC,27-08-2023,1,Delivered,3
6117620,9058362,108,Ekart,13-06-2022,1,Failed,1
6117621,9080262,122,XpressBees,25-01-2022,1,Delivered,0
6117622,9171048,120,Shadowfax,07-02-2025,1,Delivered,0
6117623,9241461,116,BlueDart,30-05-2022,1,Returned,2
6117624,9008056,101,Delhivery,18-09-2023,1,Delivered,1
6117625,9083195,120,BlueDart,18-12-2022,2,Failed,2
6117626,9227251,148,Shadowfax,11-08-2024,1,Delivered,0
6117627,9057174,112,India Post,26-12-2024,2,Out for Delivery,2
6117628,9240983,135,FedEx India,03-04-2023,1,Delivered,0
6117629,9172402,130,BlueDart,21-12-2023,1,Out for Delivery,0
6117630,9208557,124,Shadowfax,23-07-2024,1,delivered,0
6117631,9226450,106,BlueDart,05-12-2023,3,Delivered,2
6117632,9093540,119,Delhivery,23-06-2023,1,Delivered,0
6117633,9140914,120,delhivery,07-12-2024,2,Failed,0
6117634,9242313,115,XpressBees,15-10-2022,2,Returned,3
6117635,9074438,112,Delhivery,01-01-2025,1,Delivered,1
6117636,9164175,122,XpressBees,27-03-2023,2,Delivered,3
6117637,9057470,148,FedEx India,07-01-2023,1,Delivered,9
6117638,9166117,107,Delhivery,11-06-2023,2,Delivered,11
6117639,9245059,120,XpressBees,31-03-2024,1,Delivered,1
6117640,9024710,142,Delhivery,15-09-2022,2,In Transit,1
6117641,9013918,118,DTDC,09-11-2023,1,Returned,2
6117642,9140489,117,delhivery,24-03-2022,1,Delivered,3
6117643,9071982,150,DTDC,06-02-2024,2,Delivered,8
6117644,9180785,148,Delhivery,07-06-2024,2,Delivered,1
6117645,9241713,131,BlueDart,18-08-2023,1,Failed,4
6117646,9086620,126,Ekart,10-11-2022,1,Delivered,1
6117647,9080420,138,Shadowfax,07-10-2022,1,Delivered,0
6117648,9007790,118,Delhivery,21-12-2022,1,Delivered,0
6117649,9189892,,DTDC,31-10-2023,1,Out for Delivery,0
6117650,9200718,138,BlueDart,21-08-2023,2,Delivered,1
6117651,9021199,147,EKART,30-03-2024,2,Delivered,2
6117652,9210937,134,DTDC,04-06-2024,2,Delivered,0
6085474,9024646,108,Ekart,22-10-2022,20,Out for Delivery,0
6117654,9135093,139,Delhivery,06-03-2025,1,Returned,0
6117655,9194825,124,Shadowfax,27-06-2024,1,Returned,1
6117656,9000679,117,XpressBees,18-11-2022,1,Out for Delivery,0
6117657,9083743,149,XpressBees,28-08-2023,1,Delivered,0
6117658,9201338,137,Delhivery,06-12-2024,1,Failed,3
6117659,9109668,139,Ekart,13-09-2024,1,Delivered,0
6117660,9074640,131,Delhivery,26-10-2023,1,Delivered,1
6117661,9187353,128,EKART,29-02-2024,1,Failed,11
6117662,9008934,113,Delhivery,23-07-2024,1,Delivered,2
6117663,9099541,147,Delhivery,03-01-2024,1,Failed,0
6117664,9171327,116,FedEx India,02-06-2023,1,Delivered,2
6117665,9248855,108,Amazon Logistics,01-02-2025,1,In Transit,1
6117666,9057630,122,Ekart,10-06-2023,1,Delivered,3
6117667,9133174,140,BlueDart,05-03-2023,1,Returned,1
6117668,9218798,145,Ekart,09-01-2023,1,Delivered,0
6117669,231,114,DTDC,03-06-2023,1,Returned,0
6117670,9033761,140,Amazon Logistics,02-06-2024,1,Delivered,0
6117671,9238532,138,FedEx India,15-04-2023,1,Failed,0
6117672,9140011,148,BlueDart,11-03-2022,1,In Transit,1
6117673,9109995,107,BlueDart,15-07-2024,1,Returned,2
6117674,9076588,143,DTDC,23-12-2023,2,Delivered,2
6117675,9010831,134,FedEx India,31-01-2024,1,Out for Delivery,0
6117676,9114956,102,Delhivery,05-03-2022,3,Delivered,11
6117677,9019216,150,Delhivery,11-05-2022,3,delivered,0
6117678,9173212,139,Shadowfax,25-09-2022,1,Failed,1
6117679,9184673,149,delhivery,23-11-2024,2,Delivered,0
6117680,9056395,140,Shadowfax,02-06-2023,1,Delivered,1
6117681,9140413,122,BlueDart,10-09-2022,1,Returned,3
6117682,9150643,111,Shadowfax,03-11-2022,1,Delivered,0
6117683,170,145,DTDC,02-06-2023,1,Delivered,2
6117684,9170282,112,FedEx India,08-09-2024,3,Delivered,3
6117685,9186354,139,XpressBees,07-11-2022,2,Delivered,0
6117686,9177321,104,Ekart,03-10-2023,1,Delivered,0
6117687,9172164,125,Ekart,04-11-2024,1,In Transit,2
6117688,9184281,126,Delhivery,15-12-2023,1,Delivered,0
6117689,9204203,115,FedEx India,13-04-2024,1,Failed,0
6117690,9209852,139,XpressBees,19-08-2022,1,Failed,1
6117691,9124797,116,Ekart,19-09-2022,2,Delivered,1
6117692,9018486,124,FedEx India,12-08-2022,1,Delivered,0
6117693,9147844,118,XpressBees,24-01-2022,1,delivered,1
6117694,9153917,128,FedEx India,23-03-2023,3,Delivered,1
6117695,9137819,101,EKART,28-10-2024,1,Delivered,0
6117696,9236814,146,XpressBees,03-04-2024,3,Failed,1
6117697,9052676,147,Delhivery,04-10-2023,1,Delivered,3
6117698,9188921,136,Shadowfax,27-03-2025,1,Delivered,1
6117699,9036670,104,DTDC,10-12-2023,2,Delivered,2
6117700,9208262,140,XpressBees,27-08-2022,2,Delivered,0
6117701,9118898,119,Amazon Logistics,12-12-2022,1,Delivered,0
6117702,9206135,129,Ekart,07-01-2024,2,Returned,1
6117703,9084516,134,Blue Dart,09-12-2024,1,Failed,0
6117704,9245932,140,Shadowfax,20-10-2024,1,Delivered,0
6117705,9096289,137,Delhivery,16-12-2023,1,Delivered,0
6117706,9076623,141,XpressBees,30-09-2023,1,Delivered,1
6117707,9112065,110,DTDC,30-06-2023,1,Failed,1
6117708,9083789,137,DTDC,29-10-2024,1,Delivered,0
6117709,9038796,139,Blue Dart,17-07-2022,3,Delivered,8
6117710,9006422,110,Delhivery,27-08-2023,1,Delivered,1
6117711,9183673,125,BlueDart,08-05-2023,1,Delivered,0
6117712,9017097,104,XpressBees,17-10-2023,1,Failed,3
6117713,9163665,113,XpressBees,27-07-2023,3,Returned,0
6117714,9135338,116,XpressBees,14-11-2024,1,delivered,0
6117715,9032763,150,FedEx India,06-05-2022,1,Out for Delivery,10
6117716,9207781,143,EKART,20-05-2024,2,Delivered,2
6117717,9110980,121,Blue Dart,18-08-2023,1,Delivered,0
6117718,9179105,132,XpressBees,09-01-2024,1,Failed,2
6117719,9157817,104,Delhivery,19-08-2024,20,Delivered,0
6117720,9152774,141,BlueDart,04-04-2024,1,In Transit,0
6117721,9030161,108,DTDC,09-09-2023,1,Delivered,3
6117722,9152694,116,Amazon Logistics,22-07-2023,1,Failed,1
6117723,9080031,119,XpressBees,20-09-2023,2,Returned,0
6117724,9007866,134,Delhivery,10-11-2022,1,Delivered,7
6117725,9087741,141,BlueDart,01-07-2023,2,Returned,0
6117726,9063634,124,XpressBees,10-07-2024,1,Delivered,1
6117727,9211248,122,EKART,03-06-2023,2,In Transit,3
6117728,9217256,133,Amazon Logistics,03-01-2024,1,Failed,9
6117729,9130266,124,BlueDart,21-01-2024,1,Delivered,1
6117730,9078161,120,Delhivery,03-06-2022,2,Delivered,-1
