refund_id,return_id,refund_amount,refund_status,refund_method,refund_processed_date,refund_reason_code
8515101,8023617,485.79,Pending,Wallet,09-05-2022,NOT_AS_DESCRIBED
8515102,264,1507.94,Rejected,UPI,11-06-2023,WRONG_ITEM
8515103,8031945,1083.88,Processed,Original Payment,13-11-2022,DUPLICATE_ORDER
8515104,8026961,16096.13,Pending,Original Payment,22-07-2023,MISSING_PARTS
8515105,8020496,2865.96,Processed,Wallet,20-12-2024,NOT_AS_DESCRIBED
8515106,8016164,1862.06,Processed,Coupon,18-11-2024,CHANGED_MIND
8515107,8024152,34726.94,Processed,Original Payment,29-01-2025,NOT_AS_DESCRIBED
8515108,8001358,18543.43,Processed,Original Payment,21-01-2025,QUALITY_ISSUE
8515109,13,1781.36,Processed,Original Payment,15-06-2023,
8515110,8013547,4364.79,Processed,UPI,05-01-2024,WRONG_ITEM
8515111,8028256,461.66,Pending,Original Payment,29-06-2023,WRONG_ITEM
8515112,8007562,184.23,Processed,Wallet,24-11-2022,
8515113,8033542,4390.57,Processed,Wallet,09-10-2022,NOT_AS_DESCRIBED
8515114,8025554,6778.84,Processed,Wallet,16-03-2023,DAMAGED_PRODUCT
8515115,8008199,314.16,Rejected,Coupon,02-11-2023,SIZE_ISSUE
8515116,8014259,1409.69,Pending,Wallet,12-06-2023,WRONG_ITEM
8515117,8030726,33189.06,Pending,UPI,16-02-2025,MISSING_PARTS
8515118,8010747,9804.79,Processed,Original Payment,09-06-2023,QUALITY_ISSUE
8515119,8033983,1479.93,Rejected,Original Payment,03-12-2022,QUALITY_ISSUE
8515120,8027266,1023.65,Pending,Cash,13-03-2025,WRONG_ITEM
8515121,8029831,967.75,Pending,Original Payment,21-04-2025,DEFECTIVE
8515122,8004046,3192.95,Pending,Wallet,04-04-2022,WRONG_ITEM
8515123,8012358,4867.08,Processed,Original Payment,19-11-2022,SIZE_ISSUE
8515124,8040074,124278.23,Pending,Wallet,24-09-2024,WRONG_ITEM
8515125,8018663,815.86,Processed,Original Payment,29-01-2024,DEFECTIVE
8515126,8030475,821.43,Pending,Bank Transfer,20-01-2022,WRONG_ITEM
8515127,8003975,33907.85,Processed,Original Payment,04-10-2024,
8515128,8014604,5547.04,Processed,Bank Transfer,11-02-2022,
8515129,8031347,814.73,Processed,Original Payment,26-07-2022,DUPLICATE_ORDER
8515130,8005621,344.4,Rejected,Original Payment,15-12-2024,DAMAGED_PRODUCT
8515131,8012270,5706.08,Pending,Wallet,16-08-2023,CHANGED_MIND
8515132,8015937,31237.83,Pending,Original Payment,04-08-2022,DEFECTIVE
8515133,8039042,341.56,Pending,Wallet,28-12-2023,DEFECTIVE
8515134,8039880,223.29,Processed,Original Payment,08-01-2024,DEFECTIVE
8515135,8006272,2098.94,Processed,UPI,19-08-2024,
8515136,8005443,1123.85,Rejected,UPI,24-01-2022,
8515137,8018139,388.66,Processed,Wallet,14-04-2024,
8515138,8038339,8661.11,Processed,Original Payment,26-02-2025,
8515139,8028693,3013.46,Processed,Original Payment,04-02-2024,DEFECTIVE
8515140,8024853,784.2,Processed,Original Payment,02-01-2024,DEFECTIVE
8515141,8024717,2211.34,Pending,Coupon,07-07-2023,DAMAGED_PRODUCT
8515142,8044910,44255.34,Pending,Original Payment,12-07-2024,NOT_AS_DESCRIBED
8515143,8022646,1660.73,Rejected,Original Payment,19-05-2023,QUALITY_ISSUE
8515144,8041003,8081.29,Processed,Coupon,25-02-2025,MISSING_PARTS
8515145,8033039,261.67,Pending,UPI,15-03-2024,WRONG_ITEM
8515146,8024195,8523.94,Processed,UPI,15-08-2024,
8515147,8029180,5798.59,Processed,Wallet,24-01-2025,NOT_AS_DESCRIBED
8515148,8044714,498.92,Pending,Coupon,29-03-2024,QUALITY_ISSUE
8515149,8034246,847.15,Processed,Wallet,21-01-2023,QUALITY_ISSUE
8515150,8011008,1251.29,Processed,Cash,17-11-2022,CHANGED_MIND
8515151,8021706,3601.33,Processed,Coupon,12-11-2023,NOT_AS_DESCRIBED
8515152,8026847,8581.76,Processed,Wallet,05-11-2024,CHANGED_MIND
8515153,8006428,52681.56,Pending,Original Payment,30-06-2024,MISSING_PARTS
8515154,8018299,823.65,Rejected,Bank Transfer,20-01-2023,
8515155,8016419,282.59,Processed,Wallet,04-08-2024,
8515156,8004166,29109.13,Rejected,Original Payment,13-10-2023,DUPLICATE_ORDER
8515157,8034288,2191.38,Processed,UPI,04-01-2025,NOT_AS_DESCRIBED
8515158,8006107,2135.61,Processed,Original Payment,27-06-2024,QUALITY_ISSUE
8515159,8022641,3156599.47,Processed,UPI,12-04-2023,DUPLICATE_ORDER
8515160,8026781,4981.07,Rejected,Original Payment,09-02-2025,
8515161,8036443,3525.82,processed,Coupon,13-04-2024,DUPLICATE_ORDER
8515162,8002627,1294.44,Pending,Wallet,13-01-2025,DEFECTIVE
8515163,8038317,11650.06,Processed,UPI,11-04-2022,SIZE_ISSUE
8515164,8019157,1562.71,Processed,Original Payment,20-05-2024,MISSING_PARTS
8515165,8002786,6332.94,Rejected,Original Payment,22-01-2023,DUPLICATE_ORDER
8515166,8010736,805.54,Processed,UPI,25-04-2023,SIZE_ISSUE
8515167,8008463,13747.29,Processed,Wallet,14-06-2024,WRONG_ITEM
8515168,8023279,34307.78,Pending,Crypto,09-08-2022,WRONG_ITEM
8515169,8039771,773.02,Processed,Coupon,15-03-2024,DAMAGED_PRODUCT
8515170,8039385,66731,Pending,Original Payment,08-09-2024,QUALITY_ISSUE
8515171,8032900,1692.12,Processed,Original Payment,02-09-2022,DUPLICATE_ORDER
8515172,8006093,1657.22,Processed,Original Payment,30-01-2023,DUPLICATE_ORDER
8515173,8023367,576.7,Processed,Wallet,03-02-2023,WRONG_ITEM
8515174,8004568,43002.74,Processed,Wallet,03-12-2023,DUPLICATE_ORDER
8515175,8013345,1069.83,Processed,Coupon,21-01-2023,DUPLICATE_ORDER
8515176,8036415,668.11,Processed,Wallet,25-12-2022,DAMAGED_PRODUCT
8515177,8010571,5513.78,Processed,Coupon,28-06-2023,MISSING_PARTS
8515178,8020137,1695.3,Rejected,Cash,11-05-2023,WRONG_ITEM
8515179,8025698,7452.25,Processed,Wallet,09-04-2026,NOT_AS_DESCRIBED
8515180,8033253,3995.55,Pending,Coupon,27-04-2023,NOT_AS_DESCRIBED
8515181,8022473,1079.99,Processed,Wallet,08-06-2022,
8515182,8027005,5918.46,Processed,Original Payment,28-03-2022,DAMAGED_PRODUCT
8515183,8044300,5492.28,Processed,Original Payment,03-08-2024,WRONG_ITEM
8515184,8039978,2089.03,Processed,Original Payment,01-05-2023,MISSING_PARTS
8515185,8028793,482.18,Processed,Original Payment,23-01-2024,
8515186,8012506,1805.19,Processed,Original Payment,01-12-2023,DEFECTIVE
8515187,8013435,916.6,Rejected,Cash,12-08-2023,NOT_AS_DESCRIBED
8515188,8007683,2128.99,Processed,Bank Transfer,14-04-2024,MISSING_PARTS
8515189,8035048,1155.86,Processed,Bank Transfer,21-06-2022,WRONG_ITEM
8515190,8019469,871.94,Processed,Original Payment,12-01-2025,DAMAGED_PRODUCT
8515191,8039268,627.22,Rejected,Original Payment,08-05-2023,DAMAGED_PRODUCT
8515192,8015867,249.28,Processed,Wallet,11-11-2024,QUALITY_ISSUE
8515193,8023969,6585.4,Pending,Coupon,26-04-2023,QUALITY_ISSUE
8515194,8004440,1411.66,Rejected,Wallet,11-09-2023,DAMAGED_PRODUCT
8515195,8032760,37465.3,Rejected,Coupon,05-07-2023,MISSING_PARTS
8515196,8009843,296.53,Processed,Wallet,31-03-2023,DAMAGED_PRODUCT
8515197,8037466,1319.82,Processed,Bank Transfer,28-08-2023,NOT_AS_DESCRIBED
8515198,8037298,997.67,Pending,Wallet,16-10-2023,QUALITY_ISSUE
8515199,8018058,1094.15,Pending,UPI,05-10-2023,DUPLICATE_ORDER
8515200,8025776,3416.75,Rejected,Original Payment,08-04-2022,WRONG_ITEM
8515201,8011472,1339.41,Processed,UPI,05-10-2023,DUPLICATE_ORDER
8515202,8009618,5262.1,Processed,UPI,29-01-2024,QUALITY_ISSUE
8515203,8004487,1618.45,Processed,Coupon,01-03-2022,DEFECTIVE
8515204,8012064,799.97,Pending,Wallet,29-12-2022,DEFECTIVE
8515205,8004254,1377.42,Processed,Wallet,04-02-2024,CHANGED_MIND
8515206,8007065,1006.97,Processed,Original Payment,11-04-2023,WRONG_ITEM
8515207,8020010,22559.25,Processed,Wallet,11-07-2024,QUALITY_ISSUE
8515208,8006701,13448.75,Processed,Wallet,26-11-2022,MISSING_PARTS
8515209,8016625,968.43,Rejected,Coupon,09-01-2024,
8515210,8002192,197854.47,Processed,Wallet,04-04-2024,DEFECTIVE
8515211,8015981,3578.84,Processed,Wallet,12-07-2024,QUALITY_ISSUE
8515212,8019098,23932.71,Rejected,Bank Transfer,17-09-2023,WRONG_ITEM
8515213,8030390,1191.76,Processed,UPI,24-10-2022,
8515214,8033477,1372.77,Processed,Wallet,22-08-2022,DAMAGED_PRODUCT
8515215,8039242,3676.63,Processed,Wallet,27-03-2023,MISSING_PARTS
8515216,8012276,158585.75,Pending,Wallet,30-08-2024,DUPLICATE_ORDER
8515217,8002283,7167.3,Processed,Coupon,05-09-2022,MISSING_PARTS
8515218,8013983,1031.95,Processed,Original Payment,07-03-2023,
8515219,8017580,1160.91,Processed,UPI,20-07-2022,QUALITY_ISSUE
8515220,8015146,613.82,Processed,Coupon,02-02-2024,DAMAGED_PRODUCT
8515221,8039826,379.58,Processed,Wallet,06-05-2024,DEFECTIVE
8515222,8017480,9454.83,Processed,Wallet,15-07-2022,DUPLICATE_ORDER
8515223,8013814,884.01,processed,Original Payment,25-09-2024,MISSING_PARTS
8515224,8019939,1538.5,Pending,Wallet,04-03-2024,NOT_AS_DESCRIBED
8515225,8014937,32866.59,Processed,Wallet,24-10-2023,DEFECTIVE
8515226,8039263,10221.62,Pending,Wallet,09-12-2024,DUPLICATE_ORDER
8515227,8027259,8846.98,Processed,Wallet,26-08-2024,QUALITY_ISSUE
8515228,8043202,1575.88,Rejected,Original Payment,14-01-2025,DAMAGED_PRODUCT
8515229,8021069,4129.05,Processed,Original Payment,04-10-2024,
8515230,8040831,2263.01,Processed,Wallet,21-04-2023,SIZE_ISSUE
8515231,8023900,28767.35,Processed,Original Payment,20-01-2024,QUALITY_ISSUE
8515232,8030352,530.29,Processed,Original Payment,03-04-2025,CHANGED_MIND
8515233,8026004,3193.13,Processed,UPI,18-08-2022,DAMAGED_PRODUCT
8515234,8043529,809.77,Processed,Original Payment,20-08-2023,QUALITY_ISSUE
8515235,8012946,1290.33,Processed,Original Payment,30-11-2024,
8515236,8006528,2325.37,Processed,UPI,26-08-2023,DUPLICATE_ORDER
8515237,8020158,1065.46,Processed,Original Payment,10-03-2023,DUPLICATE_ORDER
8515238,8034094,4653.77,Processed,Wallet,28-08-2024,DEFECTIVE
8515239,8036684,7100.52,Pending,Original Payment,05-12-2024,
8515240,8012849,626.28,Processed,Coupon,24-11-2024,DEFECTIVE
8515241,8042433,442.24,Processed,Original Payment,28-09-2023,MISSING_PARTS
8515242,8016100,1704.21,Processed,Wallet,16-10-2022,DAMAGED_PRODUCT
8515243,8028242,345.02,Processed,Original Payment,17-07-2024,DAMAGED_PRODUCT
8515244,8044743,4139.57,PENDING,Wallet,06-03-2022,QUALITY_ISSUE
8515245,8022627,2300.9,Pending,Original Payment,05-11-2023,WRONG_ITEM
8515246,8035437,809.06,Processed,Wallet,20-01-2023,MISSING_PARTS
8515247,8000456,20290.15,Processed,Wallet,24-12-2023,CHANGED_MIND
8515248,8033416,313.01,Processed,Wallet,11-02-2024,CHANGED_MIND
8515249,8029552,201723.63,Processed,Original Payment,02-06-2023,QUALITY_ISSUE
8515250,8031652,2962.04,Processed,Original Payment,30-12-2022,CHANGED_MIND
8515251,8018942,1542.22,Processed,Wallet,10-12-2023,MISSING_PARTS
8515252,8004444,5845.77,Processed,Original Payment,13-11-2024,DUPLICATE_ORDER
8515253,8037391,27628.32,Processed,Original Payment,30-08-2022,SIZE_ISSUE
8515254,8033365,827.12,Processed,Original Payment,29-10-2023,DEFECTIVE
8515255,8012211,518.89,Processed,Coupon,12-02-2024,MISSING_PARTS
8515256,8001046,157674.49,Processed,Original Payment,31-10-2022,DEFECTIVE
8515257,42,1615.13,Processed,UPI,11-06-2023,
8515258,8034728,538.18,Processed,Wallet,09-11-2024,DAMAGED_PRODUCT
8515259,8002297,2409.46,Processed,Wallet,09-04-2024,DUPLICATE_ORDER
8515260,8018875,367.39,Processed,Wallet,07-01-2024,DEFECTIVE
8515261,8022643,4054595.43,Processed,Wallet,14-01-2025,
8515262,8025448,698.01,Processed,Original Payment,10-10-2024,DUPLICATE_ORDER
8515263,8027085,2145.86,Pending,Wallet,21-08-2024,WRONG_ITEM
8515264,8029646,10433.31,Processed,Original Payment,16-05-2023,
8515265,8005863,3257.9,Processed,Coupon,20-07-2023,CHANGED_MIND
8515266,8027773,316.61,Processed,Original Payment,22-08-2024,DUPLICATE_ORDER
8515267,8004961,3889.97,Pending,Wallet,31-01-2025,CHANGED_MIND
8515268,8003099,1600.08,Rejected,Original Payment,24-01-2026,CHANGED_MIND
8515269,8000935,552.86,Processed,UPI,18-12-2024,SIZE_ISSUE
8515270,8019538,1794.23,Processed,Wallet,25-02-2023,CHANGED_MIND
8515271,8016204,936.89,Pending,Coupon,02-02-2023,DAMAGED_PRODUCT
8515272,8018482,25928.79,Rejected,UPI,01-03-2024,QUALITY_ISSUE
8515273,8024961,778.48,Processed,Wallet,08-08-2023,MISSING_PARTS
8515274,8016255,8191.99,Processed,Original Payment,08-12-2022,DEFECTIVE
8515275,8040818,32841.86,Pending,Wallet,25-03-2022,DUPLICATE_ORDER
8515276,8003133,1072.74,Rejected,UPI,11-10-2024,WRONG_ITEM
8515277,8003855,708.26,Processed,Wallet,13-01-2023,MISSING_PARTS
8515278,8023793,880.53,Processed,Wallet,24-03-2025,CHANGED_MIND
8515279,8016127,459.21,Pending,Wallet,02-11-2024,QUALITY_ISSUE
8515280,8030927,1696.62,Pending,Wallet,31-12-2023,SIZE_ISSUE
8515281,8001274,1088.05,Processed,UPI,12-02-2022,DEFECTIVE
8515282,8012208,1340.46,Processed,Original Payment,24-06-2022,DAMAGED_PRODUCT
8515283,8038928,25959.03,Processed,Wallet,04-08-2024,QUALITY_ISSUE
8515284,8025393,33090.32,Rejected,Bank Transfer,11-07-2024,
8515285,8044499,46572.24,Processed,UPI,10-07-2024,DAMAGED_PRODUCT
8515286,8020448,4795.21,Processed,Coupon,28-03-2024,QUALITY_ISSUE
8515287,8023157,1584.72,Processed,UPI,25-10-2024,DAMAGED_PRODUCT
8515288,8042308,508.22,Processed,Cash,19-11-2024,MISSING_PARTS
8515289,8017304,978.17,Rejected,Wallet,23-03-2025,WRONG_ITEM
8515290,8015303,783.46,Processed,UPI,19-05-2022,
8515291,8016349,633.04,Processed,Wallet,08-11-2024,QUALITY_ISSUE
8515292,8037637,1219.32,Processed,Wallet,14-11-2024,WRONG_ITEM
8515293,8008643,238.7,Rejected,UPI,24-09-2022,SIZE_ISSUE
8515294,8041123,512.9,Processed,Original Payment,23-06-2023,
8515295,8003049,13739.2,Rejected,Original Payment,17-04-2022,DAMAGED_PRODUCT
8515296,8032490,35564.85,Processed,Original Payment,25-12-2022,DUPLICATE_ORDER
8515297,8042258,1002.24,Pending,Coupon,01-12-2022,MISSING_PARTS
8515298,8003878,3817.57,Pending,Original Payment,04-08-2023,MISSING_PARTS
8515299,8024258,1602.74,Processed,Original Payment,20-06-2023,QUALITY_ISSUE
8515300,8005833,247.34,Processed,Original Payment,20-12-2023,WRONG_ITEM
8515301,8016373,160168.5,Rejected,Coupon,17-11-2022,SIZE_ISSUE
8515302,8027194,32468.95,Processed,Coupon,01-12-2024,MISSING_PARTS
8515303,8017950,3253.75,Processed,Original Payment,06-05-2024,DUPLICATE_ORDER
8515304,8019288,31235.09,Rejected,Wallet,02-04-2024,
8515305,8025584,639.69,Processed,Original Payment,13-03-2024,MISSING_PARTS
8515306,8029690,1742.09,Processed,Original Payment,23-08-2022,MISSING_PARTS
8515307,8027190,1558.54,Pending,Original Payment,10-11-2022,CHANGED_MIND
8515308,8010525,11827.12,Rejected,Original Payment,13-10-2023,WRONG_ITEM
8515309,8035660,1247.3,Processed,Original Payment,27-04-2024,NOT_AS_DESCRIBED
8515310,8007558,4900.23,Processed,Original Payment,23-02-2023,DAMAGED_PRODUCT
8515311,8041024,618.58,Processed,Wallet,06-11-2024,DUPLICATE_ORDER
8515312,8042088,1985.97,Processed,Wallet,26-01-2022,DEFECTIVE
8515313,8037298,1256.76,Processed,UPI,13-10-2023,CHANGED_MIND
8515314,8024181,27627.58,Pending,Coupon,13-02-2025,CHANGED_MIND
8515315,8014053,3769.54,Processed,Wallet,29-04-2022,DUPLICATE_ORDER
8515316,8004609,1521.52,Processed,Original Payment,02-11-2023,NOT_AS_DESCRIBED
8515317,8041666,55710.21,Processed,Original Payment,18-04-2022,SIZE_ISSUE
8515318,8007581,1925.59,Processed,Original Payment,29-09-2024,DAMAGED_PRODUCT
8515319,8030616,5912.19,Processed,Coupon,17-11-2022,SIZE_ISSUE
8515320,8038814,31842.53,Processed,Original Payment,29-07-2023,
8515321,8018081,3704.06,Processed,Original Payment,23-01-2025,DAMAGED_PRODUCT
8515322,8006815,132306.23,Pending,Coupon,14-09-2023,WRONG_ITEM
8515323,71,1726.81,Processed,Original Payment,13-06-2023,MISSING_PARTS
8515324,8000705,707.24,Pending,Original Payment,21-02-2025,WRONG_ITEM
8515325,8022763,308.23,Processed,Original Payment,01-04-2022,WRONG_ITEM
8515326,8015188,483.72,Pending,Coupon,24-04-2024,DEFECTIVE
8515327,8010274,6356.57,Pending,Wallet,29-08-2022,NOT_AS_DESCRIBED
8515328,8012793,2046.67,Pending,Wallet,31-12-2023,QUALITY_ISSUE
8515329,8040072,391.45,Processed,Original Payment,05-12-2023,NOT_AS_DESCRIBED
8515330,8016234,5506.29,Processed,Original Payment,30-04-2023,DAMAGED_PRODUCT
8515331,8008247,887.29,Processed,Crypto,23-08-2024,DEFECTIVE
8515332,8017004,221015.24,Processed,Original Payment,26-09-2024,MISSING_PARTS
8515333,8005250,46103.46,Pending,Wallet,06-11-2023,NOT_AS_DESCRIBED
8515334,8017447,1043.69,Pending,Original Payment,22-12-2022,DEFECTIVE
8515335,8040913,139.29,Processed,Coupon,31-01-2022,
8515336,8025616,563.33,Pending,Original Payment,04-05-2023,MISSING_PARTS
8515337,8014907,426.93,Pending,Wallet,23-10-2022,WRONG_ITEM
8515338,8028693,4460.05,Processed,Wallet,01-02-2024,
8515339,8024626,6145.37,Pending,Original Payment,29-01-2025,CHANGED_MIND
8515340,8028215,27015.12,Processed,Original Payment,20-10-2023,CHANGED_MIND
8515341,8031743,1015.85,Pending,Original Payment,25-03-2024,WRONG_ITEM
8515342,8003948,224.51,Processed,Original Payment,30-07-2023,MISSING_PARTS
8515343,8005485,1621.37,Pending,UPI,19-09-2022,DAMAGED_PRODUCT
8515344,8000052,16993.32,Rejected,Original Payment,14-11-2024,DUPLICATE_ORDER
8515345,8020223,786.13,PENDING,Original Payment,28-09-2024,QUALITY_ISSUE
8515346,8018258,154120.89,Processed,Original Payment,26-07-2022,NOT_AS_DESCRIBED
8515347,8042968,888.88,Processed,Wallet,22-03-2025,DAMAGED_PRODUCT
8515348,8004871,7437.58,Processed,Original Payment,03-08-2022,QUALITY_ISSUE
8515349,8005285,6147.78,Pending,Cash,24-12-2023,QUALITY_ISSUE
8515350,8027329,4695.09,Processed,UPI,08-01-2025,
8515351,8038201,585.86,Processed,Wallet,25-07-2022,MISSING_PARTS
8515352,8017149,5492.76,Pending,Coupon,16-01-2024,DAMAGED_PRODUCT
8515353,8013433,391.42,Processed,Wallet,20-09-2024,QUALITY_ISSUE
8515354,8027551,1410.8,Processed,Original Payment,07-08-2023,CHANGED_MIND
8515355,8004970,57977.78,Rejected,Coupon,06-02-2022,CHANGED_MIND
8515356,8039989,3446.7,Processed,Wallet,16-01-2022,MISSING_PARTS
8515357,8036112,1634.4,Processed,Wallet,29-06-2024,DAMAGED_PRODUCT
8515358,8000519,2044.4,processed,Coupon,30-07-2023,NOT_AS_DESCRIBED
8515359,8009432,1641.16,PENDING,Wallet,11-03-2025,WRONG_ITEM
8515360,8017193,2341.45,processed,Wallet,16-11-2022,DEFECTIVE
8515361,8014720,8547.56,Processed,Original Payment,19-12-2024,DUPLICATE_ORDER
8515362,8006624,5908.27,Processed,Wallet,25-10-2023,DEFECTIVE
8515363,8022072,2935.11,Processed,Wallet,23-06-2022,NOT_AS_DESCRIBED
8515364,8015707,1962.64,Pending,Wallet,22-01-2024,
8515365,8023233,2269.17,Processed,Original Payment,20-01-2023,SIZE_ISSUE
8515366,8028664,91176.86,Pending,Wallet,16-01-2025,
8515367,8000309,1047.61,Pending,Original Payment,08-07-2024,
8515368,8016616,251.71,Processed,Original Payment,24-12-2022,CHANGED_MIND
8515369,8014436,1071.45,Pending,Wallet,13-10-2023,DUPLICATE_ORDER
8515370,8007376,2863.15,processed,Wallet,02-04-2025,DEFECTIVE
8515371,8018733,1136.5,Processed,Original Payment,05-12-2023,NOT_AS_DESCRIBED
8515372,232,1872.72,Processed,Original Payment,20-06-2023,QUALITY_ISSUE
8515373,8009390,1053.43,Processed,UPI,02-07-2023,NOT_AS_DESCRIBED
8515374,8002061,16416.98,Rejected,Original Payment,25-01-2024,DAMAGED_PRODUCT
8515375,8035435,1817.78,Processed,UPI,29-06-2024,
8515376,8038251,1237.09,Rejected,Wallet,20-10-2022,DEFECTIVE
8515377,8015312,34483.51,processed,Coupon,04-11-2024,DEFECTIVE
8515378,8014901,1562.42,Pending,Bank Transfer,06-11-2024,QUALITY_ISSUE
8515379,8042651,591.96,Processed,Wallet,22-07-2024,
8515380,8008090,1268.9,Processed,Original Payment,02-08-2024,DAMAGED_PRODUCT
8515381,8037016,4759.33,Processed,Wallet,27-12-2022,QUALITY_ISSUE
8515382,8011775,28100.96,Processed,Wallet,04-08-2022,DAMAGED_PRODUCT
8515383,8004493,37752.94,Processed,Coupon,18-02-2025,CHANGED_MIND
8515384,8041703,1351.28,Pending,Wallet,05-05-2024,
8515385,8009193,849.68,Processed,Coupon,05-01-2023,NOT_AS_DESCRIBED
8515386,8043242,174.71,processed,Wallet,19-11-2024,DUPLICATE_ORDER
8515387,8019382,1577.57,Pending,Original Payment,24-10-2024,QUALITY_ISSUE
8515388,8038633,594.04,Pending,Original Payment,04-11-2022,WRONG_ITEM
8515389,8008475,1570.51,Processed,Coupon,12-11-2024,SIZE_ISSUE
8515390,8018219,9562.77,Rejected,Original Payment,12-12-2023,DUPLICATE_ORDER
8515391,8042836,2055.5,Processed,Coupon,30-06-2023,
8515392,8011257,436.78,Processed,Original Payment,28-08-2024,DUPLICATE_ORDER
8515393,8035070,8024.42,Processed,Original Payment,26-04-2023,DUPLICATE_ORDER
8515394,8014220,525.06,Processed,Original Payment,04-07-2022,CHANGED_MIND
8515395,8026533,300.24,Processed,Coupon,14-09-2024,DAMAGED_PRODUCT
8515396,8033346,400.73,Processed,Original Payment,23-10-2024,MISSING_PARTS
8515397,8030708,3459.92,Processed,Coupon,15-02-2025,WRONG_ITEM
8515398,8026809,150164.69,Processed,Original Payment,18-03-2023,WRONG_ITEM
8515399,8038355,5834.61,Processed,Wallet,30-06-2022,MISSING_PARTS
8515400,8013853,315.58,Pending,Original Payment,08-05-2025,WRONG_ITEM
8515401,8034110,135243.76,Processed,UPI,20-09-2022,DAMAGED_PRODUCT
8515402,8021106,10545.37,Processed,Original Payment,10-05-2024,QUALITY_ISSUE
8515403,8044061,869.58,Rejected,Original Payment,20-02-2024,QUALITY_ISSUE
8515404,8028032,1146.1,PENDING,Original Payment,15-07-2024,DUPLICATE_ORDER
8515405,8011851,2011.4,Pending,Original Payment,15-02-2024,SIZE_ISSUE
8515406,8009716,6139.37,Processed,Coupon,24-03-2024,NOT_AS_DESCRIBED
8515407,8028331,611.16,Processed,Original Payment,02-04-2022,DAMAGED_PRODUCT
8515408,8042932,445.82,processed,Original Payment,09-08-2024,CHANGED_MIND
8515409,8014327,9084.8,Processed,Wallet,20-06-2024,QUALITY_ISSUE
8515410,8010166,48110.26,Processed,Wallet,24-08-2023,MISSING_PARTS
8515411,8036512,4421.57,Rejected,Original Payment,05-02-2025,DEFECTIVE
8515412,8032336,1096.72,Processed,Wallet,14-01-2025,DEFECTIVE
8515413,8005709,393.81,Processed,UPI,01-06-2022,QUALITY_ISSUE
8515414,8016938,766.24,Pending,Original Payment,07-11-2022,
8515415,8003776,28903.66,Pending,Wallet,26-12-2023,
8515416,8004946,53035.26,Processed,Coupon,14-09-2024,MISSING_PARTS
8515417,8010452,891.62,Processed,Wallet,04-01-2023,SIZE_ISSUE
8515418,8004613,1763.54,Rejected,Original Payment,10-05-2024,DEFECTIVE
8515419,8014647,938.04,Processed,Crypto,15-03-2025,QUALITY_ISSUE
8515420,8039053,15059.9,Pending,Original Payment,12-02-2025,MISSING_PARTS
8515421,8012057,43847.01,Processed,Wallet,28-02-2023,
8515422,8036657,4978.9,Processed,Original Payment,09-08-2023,CHANGED_MIND
8515423,8001857,1836.89,Processed,Coupon,29-11-2022,DUPLICATE_ORDER
8515424,8005771,9183.8,Pending,Coupon,02-04-2022,DEFECTIVE
8515425,8005697,432.23,Processed,Coupon,23-12-2023,SIZE_ISSUE
8515426,8039428,724.06,Processed,Original Payment,07-12-2024,
8515427,8035555,235.23,Processed,Coupon,14-11-2023,QUALITY_ISSUE
8515428,8020205,6147.66,Rejected,Wallet,22-03-2022,DEFECTIVE
8515429,8035809,1011.29,Rejected,Original Payment,26-06-2023,QUALITY_ISSUE
8515430,8040953,1712.96,Processed,Coupon,28-08-2024,CHANGED_MIND
8515431,8012125,28404.83,Processed,UPI,23-01-2024,DEFECTIVE
8515432,8010498,33701.94,Processed,Original Payment,13-10-2022,
8515433,8007693,5221.31,Processed,Original Payment,14-05-2023,DUPLICATE_ORDER
8515434,8002140,4944,Pending,Coupon,25-07-2023,
8515435,8029592,1998.38,Rejected,Wallet,19-08-2022,
8515436,8019428,1667.14,Pending,Original Payment,14-12-2022,CHANGED_MIND
8515437,8041995,299.08,Processed,UPI,21-05-2024,DAMAGED_PRODUCT
8515438,8019817,1655.41,Rejected,Wallet,11-01-2025,SIZE_ISSUE
8515439,8025199,104309.25,Processed,Wallet,16-05-2022,SIZE_ISSUE
8515440,8003234,1253.83,Rejected,Original Payment,02-02-2026,QUALITY_ISSUE
8515441,8018512,1356.6,Processed,Coupon,21-10-2022,WRONG_ITEM
8515442,8041770,7196.82,Pending,Coupon,04-04-2025,NOT_AS_DESCRIBED
8515443,8012804,10107.71,Processed,Wallet,26-02-2022,DEFECTIVE
8515444,8000381,818.9,Processed,Original Payment,01-10-2024,DUPLICATE_ORDER
8515445,8039320,737.01,Processed,Coupon,26-06-2024,DAMAGED_PRODUCT
8515446,8026552,33244.17,Processed,Cash,12-05-2022,MISSING_PARTS
8515447,8008699,2044.58,Pending,Original Payment,14-11-2022,SIZE_ISSUE
8515448,8040157,1754.11,Rejected,UPI,15-04-2023,QUALITY_ISSUE
8515449,8029188,1457.26,Processed,Wallet,27-08-2022,WRONG_ITEM
8515450,8003881,152889.82,Rejected,Wallet,07-01-2025,DEFECTIVE
8515451,8000596,1066.25,Processed,Bank Transfer,10-11-2022,DEFECTIVE
8515452,8031312,5745.15,Pending,UPI,27-09-2024,DUPLICATE_ORDER
8515453,8024513,2021.49,Processed,Coupon,15-12-2023,DEFECTIVE
8515454,8035380,18459.8,Processed,Original Payment,28-01-2024,MISSING_PARTS
8515455,8036189,1379.21,Pending,Wallet,16-06-2022,WRONG_ITEM
