product_id,product_name,category,sub_category,brand,base_price,cost_price,product_rating,return_eligible,seller_id
54818,HP Mobiles Smart 3,Electronics,Mobiles,HP,301.49,213.42,2.56,No,7090
54819,Speedo Fitness Max 9,Sports,Fitness Equipment,SPEEDO,786.24,558.79,2.85,Yes,7441
54820,Nivea Fragrances Smart 5,Beauty,Fragrances,NIVEA,2992.58,1415.25,3.77,Yes,8878
54821,Castrol Car Air 6,Automotive,Car Accessories,CASTROL,51307.4,34189.24,3.47,Yes,8193
54822,Vega Tools Mini 7,Automotive,Tools,VEGA,51732.79,29649.82,4.8,Yes,8740
54823,Parle Dairy Flex 4,Grocery,Dairy,PARLE,18923.05,10223.55,3.15,Yes,8292
54824,Oxford Children Lite 9,Books,Children Books,OXFORD,15047.11,7063.51,2.95,Yes,7505
54825,Webby Puzzles Max 2,Toys,Puzzles,WEBBY,9313.76,6417.89,3.13,Yes,8259
54827,Lego Remote Edge 5,Toys,Remote Control,LEGO,1026.22,484.03,4.08,Yes,8429
54828,Webby Puzzles Active 4,Toys,Puzzles,WEBBY,30250.83,17947.63,2.68,Yes,8633
54829,Britannia Snacks X 7,Grocery,Snacks,BRITANNIA,14784.11,8707.81,4.95,Yes,8996
54830,Mattel Soft Air 2,Toys,Soft Toys,MATTEL,4287.47,2167.02,3.71,Yes,7332
54831,Oxford Non Active 7,Books,Non Fiction,OXFORD,4221.92,2533.4,4.92,Yes,7120
54832,Philips Garden Plus 1,Home Kitchen,Garden,PHILIPS,27991.52,16781.68,3.97,Yes,8299
54833,S.Chand Self Active 4,Books,Self Help,S.CHAND,19681.37,12646.9,3.01,No,7385
54834,UCB Watches Mini 7,Fashion,Watches,UCB,853.89,428.57,4.33,Yes,8124
54835,Under Armour Cycling Neo 8,Sports,Cycling,UNDER ARMOUR,465.26,246.52,4.75,Yes,7938
54836,Havells Cookware Flex 9,Home Kitchen,Unknown,HAVELLS,5809.62,4077.8,4.04,Yes,7985
54837,SG Cricket Plus 5,Sports,Cricket,SG,153719.78,82596.94,4.86,Yes,8522
54838,Yonex Yoga Plus 3,Sports,Yoga,YONEX,180.02,83.97,3.82,Yes,7814
54839,ITC Cleaning Ultra 1,Grocery,Cleaning,ITC,160817.2,112867.19,4.77,Yes,8817
54840,Usha Decor Ultra 4,Home Kitchen,Decor,USHA,15211.43,10833.04,3.95,No,7428
54841,Funskool Soft Lite 1,Toys,Soft Toys,FUNSKOOL,18562.96,9662.75,4.18,No,7923
54842,Ok Play Educational Plus 6,Toys,Educational,OK PLAY,44746.21,17904.18,3.0,No,8370
54843,Nivea Haircare Lite 7,Beauty,Haircare,NIVEA,931.6,472.89,3.37,Yes,8618
54844,Muscleblaze First Plus 1,Health,First Aid,MUSCLEBLAZE,4144.83,2493.18,3.53,Yes,7398
54845,Dabur Dairy Ultra 6,Grocery,Dairy,DABUR,774.6,369.94,4.53,Yes,7614
54846,Pantene Haircare Neo 8,Beauty,Haircare,PANTENE,2072.34,841.58,3.46,Yes,7121
54847,Healthkart Vitamins Lite 8,Health,Vitamins,HEALTHKART,41493.72,29341.79,4.96,Yes,7353
54848,Michelin Tools Plus 9,Automotive,Tools,MICHELIN,39297.82,21793.6,4.36,Yes,7340
54849,Orient Appliances Flex 5,Home Kitchen,Appliances,ORIENT,4359.0,2344.1,4.86,Yes,8625
54850,Michelin Tools Pro 4,Automotive,Tools,MICHELIN,16599.01,7445.42,3.89,Yes,8134
54851,3M Tyres Mini 1,Automotive,Tyres,3M,15187.87,6812.3,3.95,Yes,8596
54852,MATTEL Soft Flex 5,Toys,Unknown,MATTEL,77237.81,45931.47,3.6,Yes,7718
54853,SG Running Neo 7,Sports,Running,SG,58387.16,31044.72,3.2,Yes,8048
54854,P&G Dairy Smart 4,Grocery,Dairy,P&G,4227.27,2633.11,4.33,Yes,8193
54855,Nikon Gaming Max 8,Electronics,Gaming,NIKON,62712.12,32407.85,3.72,Yes,8867
54856,Logitech Gaming Edge 5,Electronics,Gaming,LOGITECH,295229.86,157193.01,4.72,Yes,8573
54857,Hasbro Action Ultra 6,Toys,Action Figures,HASBRO,794.43,435.83,4.32,Yes,7418
54858,3M Lubricants Pro 6,Automotive,Lubricants,3M,480.19,260.8,3.52,Yes,8063
54859,Pearson Non Neo 6,Books,Non Fiction,PEARSON,8203.88,4221.5,4.17,Yes,7698
54860,Nikon Gaming Plus 6,Electronics,Gaming,NIKON,1708.06,1052.01,4.16,Yes,8590
54861,Decathlon Yoga Flex 5,Sports,Yoga,DECATHLON,22723.19,12176.82,4.56,No,7969
54862,Steelbird Tools Smart 5,Automotive,Tools,STEELBIRD,43652.89,21173.38,2.63,No,7470
54863,Havells Bedding Active 6,Home Kitchen,Bedding,HAVELLS,17188.19,11268.52,3.02,Yes,7623
54864,Steelbird Tools Ultra 9,Automotive,Tools,STEELBIRD,15579.34,9970.24,3.03,Yes,8845
54865,OPPO Accessories Active 6,Electronics,Accessories,OPPO,16894.45,11053.3,3.74,No,7668
54866,Bajaj Appliances Air 8,Home Kitchen,Appliances,BAJAJ,276.94,163.69,4.11,No,8681
54867,Gillette Fragrances Ultra 3,Beauty,Fragrances,GILLETTE,2392.82,1708.44,4.66,Yes,8664
54868,Bajaj Decor Mini 7,Home Kitchen,Decor,BAJAJ,131607.25,75483.51,3.87,Yes,7249
54869,Lakme Haircare Ultra 1,Beauty,Haircare,LAKME,909.75,492.67,4.83,Yes,7129
54870,Samsung Cameras Elite 3,Electronics,Cameras,SAMSUNG,3991.26,2100.02,2.67,Yes,7127
54871,levis Footwear X 3,Fashion,Footwear,LEVIS,3316.31,1947.99,2.91,Yes,7334
54872,Pearson Fiction Ultra 6,Books,Fiction,PEARSON,8532.85,4901.79,2.71,No,7889
54873,Speedo Running Lite 6,Sports,Running,SPEEDO,12872.54,7340.3,4.84,Yes,8022
54874,Puma Watches Elite 7,Fashion,Watches,PUMA,367.12,212.01,2.92,Yes,8486
54875,Orient Furniture Neo 2,Home Kitchen,Furniture,ORIENT,33792.3,14940.37,3.15,Yes,8678
54876,HARPERCOLLINS Fiction Pro 9,Books,Fiction,HARPERCOLLINS,991.7,459.38,4.43,No,8501
54877,Titan Bags Max 9,Fashion,Bags,TITAN,3908.6,1961.02,4.09,Yes,7804
54878,Nivea Makeup Ultra 5,Beauty,Makeup,NIVEA,3679.36,2204.67,4.08,No,7221
54879,Castrol Tyres Edge 8,Automotive,Tyres,CASTROL,16125.46,11332.5,3.97,Yes,8820
54880,Parle Baby Active 4,Grocery,Baby Products,PARLE,889.3,504.83,4.85,Yes,8236
54881,Vega Bike Neo 1,Automotive,Bike Accessories,VEGA,606.7,406.47,3.0,Yes,8782
54882,Under Armour Badminton Smart 1,Sports,Badminton,UNDER ARMOUR,670.44,272.82,3.41,Yes,8366
54883,Himalaya First Ultra 4,Health,First Aid,HIMALAYA,275.59,196.06,4.58,Yes,8334
54884,Dove Mens Smart 6,Beauty,Mens Grooming,DOVE,79771.59,49022.7,3.8,No,8151
54885,jbl Mobiles Pro 9,Electronics,Mobiles,JBL,4675.72,143.54,2.52,Yes,8383
54886,Arihant Biographies Elite 8,Books,Biographies,ARIHANT,58010.95,25994.6,2.89,Yes,8352
54887,Nivia Cycling Ultra 2,Sports,Cycling,NIVIA,4873.16,2266.17,3.48,Yes,8635
54888,Lakme Makeup Air 3,Beauty,Makeup,LAKME,4536.09,2634.49,4.63,Yes,8498
54889,Amul Snacks Neo 9,Grocery,Snacks,AMUL,78714.4,56120.22,4.85,No,8688
54890,Borosil Cookware Flex 8,Home Kitchen,Cookware,BOROSIL,184.24,101.3,4.18,Yes,8487
54891,Tanishq Footwear Mini 9,Fashion,Footwear,TANISHQ,4828.68,2783.33,4.95,Yes,7408
54892,HUL Dairy Mini 9,Grocery,Dairy,HUL,853.98,610.57,3.15,Yes,7616
54893,Healthkart Supplements Pro 3,Health,Supplements,HEALTHKART,149.81,112.3575,3.3,Yes,8402
54894,Oxford Non X 6,Books,Non Fiction,OXFORD,881.1,465.5,2.84,No,7549
54895,Forest Essentials Skincare Smart 4,Beauty,Skincare,FOREST ESSENTIALS,251017.19,163161.1735,4.87,No,8610
54896,Yonex Cycling Elite 2,Sports,Cycling,YONEX,209161.01,145946.79,3.13,Yes,8831
54897,Usha Appliances Neo 2,Home Kitchen,Appliances,USHA,3966.02,1655.54,4.88,Yes,7408
54898,Maybelline Mens Air 5,Beauty,Mens Grooming,MAYBELLINE,87908.91,55541.93,4.92,Yes,7490
54899,Pearson Self Flex 6,Books,Self Help,PEARSON,2031.85,1015.925,2.94,No,8590
54900,Speedo Fitness Ultra 3,Sports,Fitness Equipment,SPEEDO,33926.54,23027.48,4.84,Yes,8221
54901,Arihant Non Lite 9,Books,Non Fiction,ARIHANT,272011.27,115141.13,4.07,Yes,7229
54902,Mattel Soft X 5,Toys,Soft Toys,MATTEL,663.87,311.88,4.72,Yes,8314
54903,Samsung Galaxy M35 5G,Beauty,Mens Grooming,LOREAL,559.89,270.4,4.73,Yes,8000
54904,Fast&Up Protein Smart 3,Health,Protein,FAST&UP,83370.5,44177.53,3.81,No,7956
54905,Parle Cleaning Plus 2,Grocery,Cleaning,PARLE,758.85,309.8,3.13,Yes,7570
54906,Amul Baby Neo 6,Grocery,Baby Products,AMUL,2033.96,1302.47,3.17,Yes,8358
54907,Bosch Tyres Premium 4,Automotive,Tyres,BOSCH,4000.38,1818.32,4.8,No,8567
54908,Yonex Running Active 8,Sports,Running,YONEX,1503.07,1062.29,2.89,Yes,7893
54909,Prestige Lighting Lite 3,Home Kitchen,Lighting,PRESTIGE,35020.47,20238.09,2.58,Yes,8709
54910,Nestle Beverages Smart 8,Grocery,Beverages,NESTLE,28452.78,18295.91,4.99,Yes,8879
54911,Shell Tyres Neo 1,Automotive,Unknown,SHELL,18759.9,11699.89,4.59,Yes,8975
54912,MAYBELLINE Fragrances Elite 9,Beauty,Fragrances,MAYBELLINE,234558.55,152463.0575,3.37,No,7971
54913,Vivo Accessories Edge 5,Electronics,Accessories,VIVO,594.52,290.77,4.39,Yes,7043
54914,Biotique Makeup Smart 7,Beauty,Makeup,BIOTIQUE,26024.76,18146.15,2.91,Yes,8543
54915,lego Soft Lite 8,Toys,Soft Toys,LEGO,259781.48,148747.53,2.8,Yes,7388
54916,HarperCollins Children Neo 3,Books,Children Books,HARPERCOLLINS,403.86,181.69,2.7,Yes,8441
54917,Britannia Baby Premium 4,Grocery,Baby Products,BRITANNIA,2400.52,1492.92,2.81,Yes,7292
54918,ZARA Footwear Mini 6,Fashion,Footwear,ZARA,1902.04,1169.43,4.15,Yes,7626
54919,Pantene Fragrances X 4,Beauty,Fragrances,PANTENE,76937.88,37556.0,4.64,Yes,7167
54920,Acer Gaming Edge 2,Electronics,Gaming,ACER,17665.93,9074.57,3.2,Yes,8192
54921,Speedo Swimming Active 6,Sports,Swimming,SPEEDO,3798.13,2681.76,4.23,Yes,8471
54922,HarperCollins Children Lite 9,Books,Children Books,HARPERCOLLINS,75646.83,39504.9,3.72,Yes,7711
54923,BUTTERFLY Lighting Elite 8,Home Kitchen,Lighting,BUTTERFLY,4968.63,3317.97,3.69,Yes,8862
54924,Scholastic Biographies Active 1,Books,Biographies,SCHOLASTIC,17352.7,12095.87,3.11,Yes,8543
54926,Gillette Fragrances Air 4,Beauty,Fragrances,GILLETTE,187346.6,116737.86,3.41,Yes,8454
54927,Louis Philippe Sunglasses Flex 5,Fashion,Sunglasses,LOUIS PHILIPPE,1832.02,1024.4,2.74,Yes,7689
54928,Zara Jewellery Edge 1,Fashion,Jewellery,ZARA,420.47,267.24,3.46,Yes,7877
54929,Puma Sunglasses Ultra 2,Fashion,Sunglasses,PUMA,14994.45,6859.97,4.64,No,7535
54930,Ok Play Remote Smart 7,Toys,Remote Control,OK PLAY,3866.7,2096.54,2.81,Yes,7728
54931,Ok Play Board Air 1,Toys,Board Games,OK PLAY,13045.28,9045.22,4.46,Yes,7490
54932,Tanishq Kids Pro 7,Fashion,Kids Wear,TANISHQ,3061.55,1806.51,4.52,Yes,8437
54933,Gillette Makeup Lite 7,Beauty,Makeup,GILLETTE,189326.26,79825.67,3.26,Yes,7891
54934,Acer Tablets Ultra 5,Electronics,Tablets,ACER,670.89,455.98,3.25,Yes,7201
54935,HEALTHKART Ayurveda Elite 9,Health,Ayurveda,HEALTHKART,994.78,706.58,3.12,Yes,7230
54936,Borosil Bedding Mini 2,Home Kitchen,Bedding,BOROSIL,14896.54,9839.73,4.32,No,7863
54937,Abbott Vitamins Flex 8,Health,Vitamins,ABBOTT,4774.12,3229.12,3.29,No,7103
54938,Gillette Skincare Mini 9,Beauty,Skincare,GILLETTE,220717.04,149068.66,3.61,Yes,7989
54939,Funskool Educational Plus 5,Toys,Educational,FUNSKOOL,7086.02,2982.21,3.87,Yes,8332
54940,Forest Essentials Mens X 8,Beauty,Mens Grooming,FOREST ESSENTIALS,2057.44,980.74,2.89,Yes,7597
54941,Reebok Badminton Mini 4,Sports,Badminton,REEBOK,2582.57,1416.41,4.5,Yes,8532
54942,Tata Staples Premium 6,Grocery,Staples,TATA,666.4,289.1,3.01,Yes,7044
54943,Funskool Board Ultra 6,Toys,Board Games,FUNSKOOL,13163.5,6218.87,4.22,No,7237
54944,Noise Smart Max 1,Electronics,Smart Tvs,NOISE,219.63,99.19,3.54,No,8724
54945,Castrol Bike Lite 8,Automotive,Bike Accessories,CASTROL,3441390.27,2406101.77,3.74,No,7016
54946,Cipla Ayurveda Plus 6,Health,Ayurveda,CIPLA,10739.33,6009.1,4.36,Yes,8600
54947,Hasbro Board X 6,Toys,Board Games,HASBRO,720.18,466.97,4.9,Yes,7162
54948,Lego Remote Edge 9,Toys,Remote Control,LEGO,59929.6,32658.11,3.72,No,7419
54949,LOreal Fragrances Ultra 9,Beauty,Fragrances,LOREAL,2827.03,1424.17,4.32,No,8674
54950,Pigeon Garden Edge 1,Home Kitchen,Garden,PIGEON,929.2,664.45,3.5,Yes,8643
54951,Decathlon Running Plus 4,Sports,Running,DECATHLON,237.34,144.7,2.91,Yes,8869
54952,Acer Gaming Pro 3,Electronics,Unknown,ACER,26322.75,12505.29,3.29,Yes,8705
54953,Usha Storage Active 8,Home Kitchen,Storage,USHA,1143803.93,589801.56,3.04,No,7962
54954,H&M Kids Ultra 9,Fashion,Kids Wear,H&M,6915.33,4149.197999999999,4.39,Yes,8973
54955,Fastrack Footwear Air 1,Fashion,Footwear,FASTRACK,217.09,121.16,3.12,Yes,7334
54956,Nivea Mens Smart 6,Beauty,Mens Grooming,NIVEA,29173.76,13071.82,4.35,Yes,7856
54957,Nestle Fruits Smart 1,Grocery,Fruits Vegetables,NESTLE,1829.43,1188.1,4.07,No,7917
54958,Himalaya Protein Ultra 2,Health,Protein,HIMALAYA,311.23,199.49,3.89,Yes,8819
54959,s.chand Children Lite 3,Books,Children Books,S.CHAND,4165.28,2533.82,5.0,No,7813
54960,JBL Mobiles Max 4,Electronics,Mobiles,JBL,25485.88,17853.55,3.38,Yes,8975
54961,Butterfly Decor Flex 1,Home Kitchen,Decor,BUTTERFLY,291925.5,195715.76,3.2,Yes,7820
54962,Michelin Car Smart 9,Automotive,Car Accessories,MICHELIN,17714.84,12015.03,4.58,Yes,7808
54963,P&G Staples Plus 1,Grocery,Staples,P&G,12008.16,5088.78,4.93,No,8252
54964,Speedo Cycling Flex 1,Sports,Cycling,SPEEDO,4306.94,1859.69,3.0,No,8876
54965,Penguin Biographies Plus 9,Books,Biographies,PENGUIN,563.05,370.17,3.35,Yes,7147
54966,Biotique Makeup Premium 8,Beauty,Makeup,BIOTIQUE,9328.03,5934.48,3.38,Yes,7696
54967,Pantene Skincare X 2,Beauty,Skincare,PANTENE,925.23,658.54,2.91,Yes,8715
54968,Fisher Price Soft Active 7,Toys,Soft Toys,FISHER PRICE,1423.49,970.9,2.74,Yes,7698
54969,Funskool Action Active 7,Toys,Action Figures,FUNSKOOL,3773.2,1922.79,3.52,No,7145
54970,Tanishq Kids Max 6,Fashion,Kids Wear,TANISHQ,3111.41,1522.79,4.22,Yes,8993
54971,Forest Essentials Mens Elite 4,Beauty,Mens Grooming,FOREST ESSENTIALS,566.72,237.2,3.62,Yes,8956
54972,Shell Lubricants Pro 7,Automotive,Lubricants,SHELL,16712.53,10655.25,3.46,Yes,7200
54973,Nestle Personal Flex 1,Grocery,Personal Care,NESTLE,593.2,260.17,4.88,Yes,7997
54974,Muscleblaze Ayurveda Neo 6,Health,Ayurveda,MUSCLEBLAZE,10521.02,6825.61,2.85,Yes,8341
54975,ITC Cleaning Plus 6,Grocery,Cleaning,ITC,12744.69,5294.81,4.72,Yes,7071
54976,OPPO Mobiles Edge 6,Electronics,Mobiles,OPPO,894.64,552.93,3.67,Yes,7498
54977,3M Bike Neo 6,Automotive,Bike Accessories,3M,4985.48,551.21,3.69,Yes,7054
54978,Decathlon Badminton Edge 4,Sports,Badminton,DECATHLON,1231.28,795.9,3.83,Yes,8360
54979,Yonex Cycling Flex 4,Sports,Cycling,YONEX,3396.98,1789.48,2.63,Yes,7539
54980,Himalaya Protein Smart 8,Health,Protein,HIMALAYA,1468.65,612.82,4.12,No,7910
54981,Pigeon Appliances Pro 6,Home Kitchen,Appliances,PIGEON,38610.17,25528.0,4.15,Yes,7345
54982,Cosco Yoga Mini 3,Sports,Yoga,COSCO,1408.15,903.83,2.69,Yes,7130
54983,HarperCollins Fiction X 7,Books,Fiction,HARPERCOLLINS,321.09,154.97,2.75,Yes,7959
54984,P&G Beverages Elite 4,Grocery,Beverages,P&G,43388.41,21081.88,2.84,Yes,8708
54985,Boat Headphones X 6,Electronics,Headphones,BOAT,202897.76,119166.95,3.12,Yes,8384
54986,Woodland Jewellery Active 9,Fashion,Jewellery,WOODLAND,678.99,276.65,3.45,Yes,7070
54987,Webby Action Air 3,Toys,Action Figures,WEBBY,3170.74,2232.86,2.82,Yes,7478
54988,Fast&Up Ayurveda Lite 6,Health,Ayurveda,FAST&UP,77584.73,47504.0,3.96,No,7408
54989,Arihant Fiction Active 4,Books,Fiction,ARIHANT,201766.18,145122.78,3.62,Yes,8963
54990,Mattel Board Flex 1,Toys,Board Games,MATTEL,829.07,466.45,2.91,Yes,7806
54991,Fisher Price Puzzles Air 9,Toys,Puzzles,FISHER PRICE,850.98,428.44,4.79,Yes,7948
54992,Philips Furniture Mini 3,Home Kitchen,Furniture,PHILIPS,4355.61,2949.89,4.63,Yes,8624
54993,UCB Sunglasses Active 7,Fashion,Sunglasses,UCB,941.59,534.85,2.61,Yes,8817
54994,Philips Garden Lite 2,Home Kitchen,Garden,PHILIPS,12879.78,5708.83,3.97,Yes,7223
54995,Prestige Garden Lite 1,Home Kitchen,Garden,PRESTIGE,4164.25,2753.15,4.64,Yes,8164
54996,Shell Bike Mini 8,Automotive,Bike Accessories,SHELL,188.88,106.79,3.56,Yes,8341
54998,Noise Headphones Neo 4,Electronics,Headphones,NOISE,22028.1,9470.18,4.42,Yes,8248
54999,Pearson Biographies Pro 9,Books,Biographies,PEARSON,4622.72,2330.16,3.24,Yes,7640
55000,Dabur Medical Max 7,Health,Medical Devices,DABUR,717.04,448.81,3.1,Yes,8237
55002,Bajaj Cookware Premium 8,Home Kitchen,Unknown,BAJAJ,34344.46,21183.17,3.11,Yes,8549
55003,Fast&Up Ayurveda Neo 2,Health,Ayurveda,FAST&UP,795.7,561.23,4.8,No,7837
55004,Himalaya Supplements Flex 8,Health,Supplements,HIMALAYA,2443.45,1111.03,4.28,Yes,8479
55005,Under Armour Running Neo 8,Sports,Running,UNDER ARMOUR,702.95,416.37,4.68,Yes,7180
55006,Zara Women Air 6,Fashion,Women Clothing,ZARA,4486.31,3053.46,3.93,Yes,8983
55007,Fastrack Jewellery Lite 5,Fashion,Jewellery,FASTRACK,20153.49,9864.54,4.21,Yes,7515
55008,Michelin Tools Max 6,Automotive,Tools,MICHELIN,494.51,247.74,2.56,Yes,8356
55009,Fisher Price Action Elite 6,Toys,Action Figures,FISHER PRICE,286802.42,142188.59,3.29,No,8280
55010,Vega Lubricants Mini 7,Automotive,Lubricants,VEGA,27886.24,12096.0,4.37,No,7496
55011,Pantene Skincare Elite 5,Beauty,Skincare,PANTENE,58466.84,38003.445999999996,4.03,Yes,8976
55012,Oxford Biographies Smart 1,Books,Biographies,OXFORD,4259.23,1986.38,2.62,Yes,8829
55013,Boat Rockerz 550,Home Kitchen,Lighting,MILTON,837.67,502.15,2.55,No,8981
55014,Decathlon Fitness Elite 6,Sports,Fitness Equipment,DECATHLON,7871.35,3187.33,3.76,Yes,8579
55015,Biotique Mens Lite 6,Beauty,Mens Grooming,BIOTIQUE,4757.95,3220.89,2.75,Yes,8488
55016,Steelbird Car Lite 2,Automotive,Car Accessories,STEELBIRD,868.93,613.35,3.46,Yes,7906
55017,Prestige Appliances Mini 4,Home Kitchen,Appliances,PRESTIGE,258364.53,103402.53,3.96,Yes,8117
55018,Bosch Tools Elite 8,Automotive,Tools,BOSCH,59568.89,35906.51,3.27,Yes,8389
55019,Bajaj Cookware Elite 5,Home Kitchen,Cookware,BAJAJ,807.9,396.59,4.41,Yes,7641
55020,Steelbird Bike Plus 2,Automotive,Bike Accessories,STEELBIRD,670.29,408.43,4.34,Yes,8103
55021,Adidas Footwear Ultra 7,Fashion,Unknown,ADIDAS,3499.88,1924.92,4.58,Yes,8414
55022,Milton Bedding Active 3,Home Kitchen,Bedding,MILTON,752.08,532.65,5.0,Yes,8230
55023,Muscleblaze Vitamins Plus 2,Health,Vitamins,MUSCLEBLAZE,35706.83,14993.92,5.0,Yes,7039
55024,Pigeon Cookware Smart 5,Home Kitchen,Cookware,PIGEON,350.36,191.2,2.73,No,8316
55025,Apple Mobiles Edge 9,Electronics,Mobiles,APPLE,2209.86,1226.27,3.5,Yes,8491
55026,Himalaya Vitamins Elite 1,Health,Vitamins,HIMALAYA,451.11,254.83,3.78,Yes,8778
55027,Mattel Remote Plus 6,Toys,Remote Control,MATTEL,234827.88,105275.78,3.75,Yes,7694
55028,Decathlon Swimming Mini 1,Sports,Swimming,DECATHLON,6396.69,4112.3,3.76,Yes,8212
55029,Louis Philippe Kids Pro 1,Fashion,Kids Wear,LOUIS PHILIPPE,35261.48,17890.2,2.52,Yes,8912
55030,ITC Cleaning X 7,Grocery,Cleaning,ITC,675.24,476.52,4.27,Yes,7821
55031,Biotique Fragrances Pro 4,Beauty,Fragrances,BIOTIQUE,281.4,164.91,2.83,Yes,8289
55032,Reebok Running Edge 8,Sports,Running,REEBOK,747.37,389.89,4.88,Yes,8456
55033,Dabur Vitamins Pro 5,Health,Vitamins,DABUR,243.84,128.56,3.25,Yes,8380
55034,Nivia Cycling Ultra 5,Sports,Cycling,NIVIA,1394.11,690.95,2.96,Yes,8011
55035,Britannia Baby Active 7,Grocery,Baby Products,BRITANNIA,529.72,238.34,3.53,Yes,8688
55036,Ok Play Board Elite 3,Toys,Board Games,OK PLAY,9274.05,6314.22,3.32,Yes,8738
55037,Himalaya Ayurveda Pro 1,Health,Ayurveda,HIMALAYA,3742.8,1624.55,4.15,Yes,7554
55038,Nivea Haircare Active 6,Beauty,Haircare,NIVEA,3315.5699999999997,2155.1205,4.37,Yes,7383
55039,Mattel Remote Mini 7,Toys,Remote Control,MATTEL,4745.62,2854.24,4.91,Yes,7742
55040,Acer Smart Lite 3,Electronics,Smart Tvs,ACER,225.81,104.05,3.52,Yes,7576
55041,Castrol Tools Premium 3,Automotive,Tools,CASTROL,36173.1,25189.97,3.76,Yes,7900
55042,Acer Cameras Max 6,Electronics,Cameras,ACER,3049.95,2141.77,3.04,No,8617
55043,webby Educational X 5,Toys,Educational,WEBBY,30117.53,20464.17,2.58,No,7146
55044,Ok Play Action Plus 1,Toys,Action Figures,OK PLAY,2197.05,960.74,2.64,No,8197
55045,Prestige Garden Ultra 2,Home Kitchen,Garden,PRESTIGE,2772.67,1685.95,3.39,Yes,8591
55046,Scholastic Academic Max 5,Books,Academic,SCHOLASTIC,1449.11,759.8,4.41,Yes,8988
55047,Yonex Running Plus 2,Sports,Unknown,YONEX,5914.49,3868.67,4.67,Yes,8027
55048,Bosch Lubricants Smart 9,Automotive,Lubricants,BOSCH,197727.55,132478.34,2.64,Yes,8141
55049,Speedo Cricket Ultra 8,Sports,Cricket,SPEEDO,292163.91,151923.41,4.07,Yes,7283
55050,NIKE Women X 5,Fashion,Women Clothing,NIKE,546.64,390.91,2.57,Yes,8109
55051,Milton Bedding Lite 7,Home Kitchen,Bedding,MILTON,3861.73,2599.34,3.81,No,8188
55052,Prestige Garden Active 3,Home Kitchen,Garden,PRESTIGE,94975.51,67712.61,4.97,Yes,8875
55053,S.Chand Children Pro 2,Books,Children Books,S.CHAND,78549.05,40210.39,3.35,Yes,7917
55054,JBL Tablets Elite 9,Electronics,Tablets,JBL,2666.91,1856.32,3.99,Yes,8215
55055,Tata Staples Air 6,Grocery,Staples,TATA,1702.71,1044.18,3.46,Yes,8273
55056,Scholastic Fiction Smart 2,Books,Fiction,SCHOLASTIC,5155.63,3646.33,2.66,Yes,7762
55057,Scholastic Academic Pro 8,Books,Academic,SCHOLASTIC,349.94,218.85,3.15,No,7533
55058,Nike Women Elite 6,Fashion,Women Clothing,NIKE,5511.76,3043.96,2.72,No,7298
55059,Canon Gaming Air 8,Electronics,Gaming,CANON,55398.02,34092.5,4.45,Yes,8117
55060,Scholastic Academic Mini 5,Books,Academic,SCHOLASTIC,3578.22,1999.52,3.54,Yes,8523
55061,Decathlon Running Pro 5,Sports,Running,DECATHLON,121104.13,85783.45,3.13,No,7700
55062,Oxford Biographies Flex 8,Books,Biographies,OXFORD,445.01,178.42,4.07,Yes,8920
55063,Titan Men Max 9,Fashion,Men Clothing,TITAN,4280.82,2026.54,3.66,Yes,7126
55064,Abbott First Mini 5,Health,First Aid,ABBOTT,2442.26,1254.45,4.82,Yes,7630
55065,Nike Sports Shoes Pro,Grocery,Personal Care,NESTLE,19219.42,8017.86,2.56,No,7349
55066,reebok Swimming Flex 6,Sports,Swimming,REEBOK,2492.62,1790.9,3.85,Yes,7275
55067,S.Chand Academic X 8,Books,Academic,S.CHAND,846.06,438.88,2.83,No,7505
55068,Nike Sports Shoes Pro,Sports,Cycling,REEBOK,65144.53,26689.17,5.0,Yes,8667
55069,S.Chand Self Smart 4,Books,Self Help,S.CHAND,18020.6,10673.98,2.62,Yes,8100
55070,cipla Medical Smart 1,Health,Medical Devices,CIPLA,198179.66,137168.57,4.79,Yes,7085
55071,Nike Men Premium 2,Fashion,Men Clothing,NIKE,8985.4,4338.97,3.14,Yes,7069
55072,gillette Mens Flex 7,Beauty,Mens Grooming,GILLETTE,4461.58,3131.75,4.93,Yes,8885
55073,Usha Decor Lite 8,Home Kitchen,Decor,USHA,1139.03,802.93,2.57,Yes,7883
55074,Shell Tyres Lite 4,Automotive,Tyres,SHELL,18527.88,11512.81,3.32,Yes,8571
55075,Patanjali Fruits Premium 8,Grocery,Fruits Vegetables,PATANJALI,4757.11,2294.46,2.68,Yes,8987
55076,Adidas Sunglasses Active 9,Fashion,Sunglasses,ADIDAS,44564.86,21636.91,3.12,Yes,7187
55077,Scholastic Academic Edge 1,Books,Academic,SCHOLASTIC,11778.57,6191.82,2.76,Yes,8062
55078,Scholastic Non Active 7,Books,Non Fiction,SCHOLASTIC,22048.31,15444.05,2.73,Yes,7113
55079,HarperCollins Fiction Air 1,Books,Unknown,HARPERCOLLINS,8018.42,3838.36,2.61,Yes,7601
55080,Nestle Personal Edge 3,Grocery,Personal Care,NESTLE,519.36,253.62,3.32,No,8090
55081,Pantene Skincare Neo 6,Beauty,Skincare,PANTENE,12139.15,5995.87,3.09,Yes,7352
55082,Pantene Mens Lite 2,Beauty,Mens Grooming,PANTENE,981.36,587.99,4.26,No,8274
