ticket_id,customer_id,order_id,ticket_category,ticket_created_date,resolution_status,resolution_time_hours,customer_sentiment,has_order_flag
7525444,119076,9225129,Delivery Issue,2024-11-03 16:53:00,Open,48,Negative,1
7525445,136747,9073383,Cancellation,2023-02-09 01:16:00,Resolved,61,Neutral,1
7525446,114811,9171828,Return Request,2022-08-10 19:39:00,Resolved,13,Neutral,1
7525447,145612,9027645,Payment Issue,2024-04-15 12:39:00,Resolved,39,Unknown,1
7525448,101432,9248801,Product Quality,2022-03-10 17:54:00,Escalated,14,Negative,1
7525449,134710,9119532,Unknown,2022-12-24 18:55:00,Resolved,56,Neutral,1
7525450,148340,9247232,Account Issue,2023-12-09 21:34:00,Escalated,20,Negative,1
7525451,136304,9129059,Product Quality,2023-12-02 20:51:00,Open,4,Unknown,1
7525453,112834,9130698,Return Request,2024-01-09 09:07:00,Resolved,115,Unknown,1
7525454,117268,9121557,Product Quality,2022-01-26 12:31:00,Escalated,12,Neutral,1
7525455,139264,9249189,Product Quality,2024-01-06 15:18:00,Resolved,88,Neutral,1
7525456,136500,9168272,Unknown,2023-09-29 10:42:00,Resolved,6,Negative,1
7525457,128096,9010244,Technical Support,2022-09-22 20:16:00,Resolved,10,Negative,1
7525458,133391,9043023,Payment Issue,2022-08-19 09:59:00,Resolved,68,Neutral,1
7525460,135236,9089223,Refund,2023-03-22 12:59:00,Open,9,Positive,1
7525462,111610,9217270,Cancellation,2022-10-19 17:30:00,Open,188,Neutral,1
7525463,131084,9232671,Product Quality,2023-07-11 20:30:00,Escalated,41,Neutral,1
7525464,112116,9081579,Account Issue,2022-11-02 20:04:00,Closed,8,Negative,1
7525465,110698,9110869,Return Request,2024-09-26 04:53:00,Open,13,Positive,1
7525466,127323,9218429,Return Request,2023-12-10 20:01:00,Resolved,4,Negative,1
7525467,144727,9112246,Delivery Issue,2022-12-20 18:44:00,Open,60,Neutral,1
7525468,106962,9071291,Product Quality,2022-04-24 07:06:00,Resolved,16,Negative,1
7525469,139791,9222166,Refund,2024-11-08 15:49:00,Resolved,16,Positive,1
7525470,131828,9119449,Wrong Item,2024-09-13 08:22:00,Escalated,1,Neutral,1
7525471,113668,9141618,Product Quality,2022-01-13 17:55:00,Resolved,10,Positive,1
7525472,125614,9217175,Technical Support,2023-06-20 09:41:00,Resolved,23,Positive,1
7525473,111528,9042356,Delivery Issue,2022-11-16 19:48:00,Resolved,140,Neutral,1
7525475,144963,9123966,Technical Support,2022-03-16 18:02:00,Resolved,23,Negative,1
7525476,133797,9207333,Wrong Item,2022-01-11 17:58:00,Resolved,4,Negative,1
7525477,117090,9053186,Account Issue,2023-06-04 00:27:00,Resolved,18,Negative,1
7525478,129612,9223374,Return Request,2022-10-12 09:50:00,Resolved,121,Negative,1
7525479,101270,9064671,Unknown,2022-09-27 20:42:00,Resolved,54,Neutral,1
7525480,131378,9243093,Return Request,2023-12-22 09:20:00,Open,63,Positive,1
7525481,111465,9120591,Cancellation,2022-03-29 19:57:00,Open,65,Negative,1
7525482,119378,9048887,Product Quality,2024-08-10 10:46:00,Resolved,12,Negative,1
7525484,109760,,Unknown,2023-09-07 21:20:00,Resolved,13,Negative,0
7525487,104851,9219937,Product Quality,2024-05-23 19:46:00,Resolved,177,Negative,1
7525488,122634,9165544,Payment Issue,2025-02-04 20:10:00,Open,24,Negative,1
7525490,119319,9048655,Cancellation,2023-09-12 14:48:00,Open,2,Positive,1
7525491,145497,9132120,Delivery Issue,2023-10-27 20:40:00,Resolved,11,Neutral,1
7525492,134036,9138721,Product Quality,2023-10-25 17:47:00,Open,47,Negative,1
7525493,145567,9202894,Product Quality,2024-08-16 18:21:00,Open,62,Negative,1
7525494,125908,9247072,Product Quality,2025-03-31 03:18:00,Resolved,12,Positive,1
7525495,104237,9222403,Cancellation,2022-03-15 21:56:00,Open,94,Neutral,1
7525496,115995,9057980,Payment Issue,2023-10-22 09:25:00,Resolved,68,Negative,1
7525497,116812,9182628,Return Request,2024-06-04 09:40:00,Resolved,29,Neutral,1
7525498,139730,9062544,Technical Support,2024-09-25 22:42:00,Resolved,119,Negative,1
7525499,104953,9243732,Return Request,2022-07-01 18:01:00,Open,12,Neutral,1
7525500,102384,9039326,Wrong Item,2023-07-06 13:19:00,Open,2,Neutral,1
7525501,120034,9170493,Cancellation,2022-06-24 14:28:00,Open,66,Positive,1
7525502,138759,9145361,Cancellation,2023-08-18 17:35:00,Resolved,178,Neutral,1
7525503,118859,9161780,Refund,2023-12-21 13:39:00,Open,115,Neutral,1
7525504,119376,9005839,Account Issue,2022-07-09 10:52:00,Open,51,Unknown,1
7525508,136464,,Cancellation,2024-04-16 23:07:00,Resolved,16,Negative,0
7525509,102906,9109833,Cancellation,2022-03-01 10:13:00,Open,22,Negative,1
7525510,116738,9232529,Refund,2024-10-08 07:36:00,Resolved,46,Unknown,1
7525512,116526,9034073,Refund,2024-01-09 10:39:00,Open,8,Neutral,1
7525513,111327,9064752,Technical Support,2023-05-06 19:52:00,Open,2,Negative,1
7525514,138918,9164470,Product Quality,2022-06-06 20:12:00,Escalated,24,Neutral,1
7525515,119191,9231530,Return Request,2023-11-04 10:29:00,Open,14,Negative,1
7525516,104221,,Return Request,2024-01-05 22:21:00,Escalated,14,Neutral,0
7525517,138541,9199795,Wrong Item,2022-05-28 22:47:00,Open,15,Neutral,1
7525518,121343,9039374,Technical Support,2024-11-02 18:10:00,Escalated,22,Negative,1
7525520,111281,9161031,Unknown,2022-11-04 21:23:00,Resolved,40,Neutral,1
7525521,102748,9076168,Payment Issue,2023-09-07 11:07:00,Resolved,21,Negative,1
7525522,144374,9111462,Wrong Item,2023-02-02 22:21:00,Open,28,Neutral,1
7525523,138306,9112768,Delivery Issue,2023-06-04 10:03:00,Open,19,Positive,1
7525524,126358,,Payment Issue,2022-05-15 12:39:00,Resolved,20,Negative,0
7525525,117808,,Delivery Issue,2024-10-09 09:17:00,Open,14,Negative,0
7525526,116541,9120494,Cancellation,2026-02-09 10:00:00,Resolved,36,Neutral,1
7525528,123033,9081786,Cancellation,2023-03-19 00:39:00,Open,20,Positive,1
7525529,103759,9057628,Cancellation,2024-08-28 11:58:00,Open,16,Negative,1
7525530,120905,9119953,Delivery Issue,2023-11-02 17:27:00,Resolved,180,Negative,1
7525531,136740,9153693,Payment Issue,2024-03-15 18:35:00,Open,115,Unknown,1
7525532,126700,9110216,Payment Issue,2023-01-10 13:20:00,Resolved,21,Negative,1
7525534,132160,9051073,Cancellation,2023-09-27 20:17:00,Resolved,169,Negative,1
7525535,136388,9098385,Delivery Issue,2022-06-22 12:32:00,Resolved,10,Negative,1
7525536,118130,9055863,Cancellation,2024-01-04 22:43:00,Open,3,Negative,1
7525537,144086,9032420,Delivery Issue,2022-11-17 15:04:00,Escalated,62,Positive,1
7525538,100376,9112334,Cancellation,2023-11-03 20:08:00,Resolved,19,Neutral,1
7525539,142885,9051517,Return Request,2022-11-08 20:29:00,Resolved,48,Neutral,1
7525540,126042,9074509,Account Issue,2025-01-27 09:15:00,Resolved,69,Negative,1
7525541,125125,9107062,Unknown,2023-07-24 12:48:00,Open,3,Negative,1
7525542,142836,9168196,Wrong Item,2022-04-20 16:26:00,Open,7,Negative,1
7525544,103990,9038067,Refund,2022-12-05 02:01:00,Resolved,13,Neutral,1
7525545,109159,9116874,Technical Support,2023-09-11 19:09:00,Resolved,149,Negative,1
7525547,148684,9123045,Unknown,2023-08-30 22:38:00,Open,65,Unknown,1
7525548,124332,9061536,Return Request,2022-12-19 10:25:00,Open,66,Positive,1
7525549,135514,9164422,Account Issue,2022-01-17 00:15:00,Open,147,Neutral,1
7525550,122987,9172193,Wrong Item,2022-08-04 19:51:00,Resolved,3,Negative,1
7525551,121609,,Delivery Issue,2022-09-29 19:19:00,Escalated,54,Negative,0
7525554,128885,9097485,Return Request,2023-09-13 20:54:00,Resolved,59,Neutral,1
7525555,112389,9224787,Unknown,2024-11-02 18:49:00,Resolved,23,Neutral,1
7525556,139685,9034485,Payment Issue,2022-11-01 22:37:00,Resolved,15,Negative,1
7525557,100476,9125311,Technical Support,2024-06-30 22:52:00,Open,183,Positive,1
7525558,139612,9185813,Refund,2022-11-12 23:23:00,Open,25,Negative,1
7525560,113146,9014850,Cancellation,2023-11-06 18:40:00,Resolved,25,Negative,1
7525561,107132,9172967,Payment Issue,2025-01-19 20:55:00,Escalated,24,Unknown,1
7525562,149414,9236294,Delivery Issue,2023-12-06 17:08:00,Escalated,15,Negative,1
7525563,103324,9095307,Refund,2022-07-11 12:40:00,Resolved,51,Neutral,1
7525564,115640,9089549,Return Request,2022-02-17 19:55:00,Escalated,1,Negative,1
7525565,131293,9095958,Technical Support,2022-06-05 20:43:00,Open,75,Neutral,1
7525566,109813,9218429,Delivery Issue,2024-06-09 20:26:00,Closed,154,Neutral,1
7525567,120410,,Wrong Item,2022-03-22 16:33:00,Resolved,11,Negative,0
7525569,130398,,Account Issue,2023-04-15 10:46:00,Resolved,107,Positive,0
7525570,106829,9225964,Refund,2024-11-27 16:39:00,Resolved,59,Neutral,1
7525571,149862,9207781,Refund,2025-03-27 17:58:00,Open,38,Neutral,1
7525572,126294,9014635,Technical Support,2022-09-25 21:00:00,Resolved,34,Positive,1
7525573,112780,9050872,Technical Support,2024-06-19 11:37:00,Resolved,4,Positive,1
7525574,147628,9060879,Delivery Issue,2022-09-11 18:42:00,Open,75,Positive,1
7525577,107962,9057723,Payment Issue,2025-02-19 11:04:00,Resolved,12,Neutral,1
7525578,141781,9039245,Technical Support,2023-10-27 11:03:00,Resolved,52,Positive,1
7525579,141255,9161101,Return Request,2022-09-22 07:32:00,Resolved,3,Neutral,1
7525580,141605,,Account Issue,2024-11-08 20:48:00,Open,16,Neutral,0
7525581,128625,9023500,Unknown,2023-06-10 09:56:00,Resolved,22,Positive,1
7525582,113046,9195811,Cancellation,2022-01-22 20:51:00,Resolved,38,Neutral,1
7525583,143745,9244863,Return Request,2025-02-25 17:43:00,Resolved,5,Unknown,1
7525584,124634,9218901,Refund,2022-05-09 04:06:00,Resolved,6,Negative,1
7525585,112081,9216252,Wrong Item,2024-03-29 19:06:00,Escalated,3,Positive,1
7525586,146300,9080601,Delivery Issue,2024-12-22 15:16:00,Resolved,181,Negative,1
7525588,143146,9192188,Wrong Item,2022-01-07 20:08:00,Escalated,85,Negative,1
7525590,121428,9237197,Unknown,2022-11-10 18:09:00,Resolved,69,Negative,1
7525591,132661,9031613,Account Issue,2022-03-23 07:41:00,Resolved,51,Negative,1
7525592,118818,9242512,Refund,2023-02-15 22:15:00,Escalated,19,Negative,1
7525594,113763,9069573,Refund,2024-10-22 11:33:00,Escalated,5,Neutral,1
7525595,145992,9181576,Return Request,2023-02-27 19:27:00,Open,37,Positive,1
7525596,123372,9237948,Product Quality,2022-10-30 22:22:00,Resolved,21,Neutral,1
7525597,121089,9215214,Account Issue,2024-11-02 13:04:00,Open,61,Positive,1
7525601,114015,9197631,Unknown,2023-12-25 16:37:00,Open,161,Neutral,1
7525603,102560,9175511,Cancellation,2022-07-17 16:50:00,Escalated,71,Negative,1
7525604,110089,,Cancellation,2022-11-07 11:46:00,Open,46,Negative,0
7525605,134960,9092567,Technical Support,2024-09-20 10:59:00,Escalated,35,Negative,1
7525606,113974,,Wrong Item,2024-09-23 19:04:00,Open,38,Unknown,0
7525607,135429,9138152,Delivery Issue,2022-07-31 22:27:00,Escalated,17,Positive,1
7525608,133889,9133818,Return Request,2022-08-12 17:03:00,Open,37,Negative,1
7525609,112307,9032820,Technical Support,2022-07-23 16:29:00,Resolved,184,Neutral,1
7525610,132649,9042517,Product Quality,2022-08-19 18:59:00,Open,26,Neutral,1
7525611,123814,9033204,Cancellation,2024-03-26 19:09:00,Resolved,21,Negative,1
7525612,140646,9041475,Cancellation,2022-07-17 10:41:00,Open,79,Neutral,1
7525613,134811,9021679,Product Quality,2024-01-03 20:53:00,Open,5,Positive,1
7525614,113363,,Return Request,2023-10-21 20:47:00,Open,81,Negative,0
7525616,107175,9007527,Technical Support,2022-01-27 05:41:00,Open,81,Positive,1
7525618,120824,9180179,Product Quality,2022-03-02 21:27:00,Open,182,Negative,1
7525619,139536,,Payment Issue,2022-07-16 14:16:00,Resolved,46,Positive,0
7525620,112585,9229496,Account Issue,2024-05-19 16:26:00,Escalated,38,Negative,1
7525621,111876,9138268,Technical Support,2024-12-05 23:47:00,Resolved,16,Neutral,1
7525622,121055,,Unknown,2024-01-25 22:31:00,Resolved,172,Positive,0
7525624,113438,9183254,Technical Support,2025-03-16 10:38:00,Resolved,33,Negative,1
7525625,114833,,Product Quality,2023-08-17 17:47:00,Resolved,171,Positive,0
7525626,105656,,Unknown,2022-10-27 20:00:00,Open,68,Negative,0
7525627,148585,9092445,Cancellation,2023-08-27 18:28:00,Open,153,Neutral,1
7525628,107045,9143603,Payment Issue,2024-09-12 11:09:00,Open,11,Neutral,1
7525629,145330,9165156,Product Quality,2022-07-04 06:40:00,Resolved,86,Negative,1
7525630,142782,9240276,Wrong Item,2024-10-23 13:57:00,Open,60,Neutral,1
7525631,134364,9231289,Refund,2023-03-23 14:10:00,Open,49,Positive,1
7525632,125264,9018741,Wrong Item,2022-07-19 15:27:00,Resolved,11,Negative,1
7525634,130187,9049449,Cancellation,2022-01-20 19:29:00,Resolved,2,Positive,1
7525636,130240,9210118,Product Quality,2022-07-04 12:52:00,Open,6,Negative,1
7525639,145219,9066904,Account Issue,2025-03-12 00:59:00,Resolved,63,Negative,1
7525640,114111,9165457,Cancellation,2022-10-30 09:00:00,Resolved,100,Negative,1
7525642,108658,9246317,Payment Issue,2024-07-29 12:33:00,Resolved,134,Negative,1
7525643,101457,9194891,Wrong Item,2023-01-20 09:02:00,Open,115,Neutral,1
7525644,126727,9002040,Refund,2022-05-15 19:40:00,Resolved,10,Neutral,1
7525645,116658,9171303,Cancellation,2022-12-21 01:34:00,Open,69,Neutral,1
7525646,129160,9000850,Cancellation,2023-06-08 11:26:00,Resolved,80,Neutral,1
7525647,133381,9223201,Unknown,2023-09-27 15:29:00,Resolved,142,Positive,1
7525648,110676,9207903,Technical Support,2024-11-19 06:36:00,Resolved,149,Negative,1
7525649,105602,9022035,Account Issue,2023-10-23 18:33:00,Resolved,169,Neutral,1
7525650,110162,9217693,Technical Support,2025-01-27 22:38:00,Open,15,Positive,1
7525651,132059,,Delivery Issue,2024-11-02 00:35:00,Open,63,Negative,0
7525652,135111,9031035,Technical Support,2022-12-23 12:26:00,Resolved,15,Negative,1
7525653,104730,9044723,Wrong Item,2023-04-23 13:07:00,Open,44,Neutral,1
7525654,109597,9116205,Wrong Item,2022-04-01 19:27:00,Resolved,8,Neutral,1
7525655,117849,9050691,Refund,2022-02-07 01:31:00,Resolved,64,Positive,1
7525656,120491,9123607,Cancellation,2024-03-24 09:33:00,Closed,104,Neutral,1
7525657,116618,9105569,Payment Issue,2022-12-14 02:37:00,Resolved,6,Positive,1
7525658,146647,9220679,Account Issue,2022-11-14 20:24:00,Resolved,68,Neutral,1
7525660,119316,9039619,Technical Support,2023-01-02 16:23:00,Resolved,180,Negative,1
7525661,108587,9036666,Product Quality,2022-06-05 13:27:00,Resolved,24,Negative,1
7525662,139475,9123704,Refund,2022-08-25 06:39:00,Escalated,12,Unknown,1
7525664,108580,9111621,Payment Issue,2024-08-12 18:23:00,Resolved,89,Positive,1
7525668,122959,9010286,Delivery Issue,2025-01-21 08:50:00,Escalated,190,Neutral,1
7525669,136163,9239204,Return Request,2023-01-07 17:23:00,Open,131,Neutral,1
7525670,125364,9036546,Delivery Issue,2022-09-22 19:31:00,Resolved,190,Negative,1
7525671,145509,9086258,Return Request,2024-02-21 12:37:00,Resolved,40,Neutral,1
7525672,109110,9016073,Product Quality,2024-05-14 17:03:00,Resolved,29,Negative,1
7525673,126499,9146905,Payment Issue,2024-02-02 13:49:00,Open,5,Neutral,1
7525674,136145,9027023,Unknown,2023-04-02 22:07:00,Resolved,52,Neutral,1
7525675,139588,9139538,Technical Support,2025-02-24 14:26:00,Resolved,44,Neutral,1
7525676,138336,9039460,Wrong Item,2025-03-18 13:42:00,Resolved,32,Positive,1
7525677,131549,9066073,Product Quality,2025-02-01 03:57:00,Open,21,Negative,1
7525678,109000,9103139,Return Request,2023-03-01 17:00:00,Escalated,18,Negative,1
7525680,117926,9163011,Account Issue,2022-06-06 12:15:00,Resolved,13,Unknown,1
7525681,119959,,Cancellation,2024-09-16 20:48:00,Resolved,6,Neutral,0
7525682,109881,9126858,Payment Issue,2022-12-15 15:22:00,Resolved,3,Negative,1
7525683,130506,9243928,Return Request,2024-08-10 22:02:00,Resolved,61,Positive,1
7525684,133603,9051195,Delivery Issue,2022-07-16 18:42:00,Resolved,13,Negative,1
7525685,100663,9031114,Product Quality,2022-12-28 14:57:00,Resolved,27,Neutral,1
7525686,133538,9166457,Unknown,2022-08-16 22:15:00,Open,3,Neutral,1
7525687,133715,9099824,Account Issue,2025-01-23 23:22:00,Escalated,28,Positive,1
7525688,126873,9054246,Payment Issue,2022-12-28 13:26:00,Open,5,Neutral,1
7525690,134715,9182519,Cancellation,2025-02-15 21:17:00,Open,23,Negative,1
7525691,146533,,Unknown,2024-05-01 08:36:00,Resolved,146,Positive,0
7525692,113985,9098312,Product Quality,2022-02-11 18:07:00,Open,20,Neutral,1
7525694,139344,9222025,Wrong Item,2023-07-06 23:54:00,Resolved,68,Unknown,1
7525695,143619,9098653,Wrong Item,2022-06-04 18:02:00,Open,13,Negative,1
7525696,123891,9116871,Product Quality,2022-05-02 18:54:00,Resolved,3,Negative,1
7525697,116074,9012919,Return Request,2024-12-03 09:49:00,Escalated,24,Neutral,1
7525698,123624,9165146,Product Quality,2022-09-13 09:15:00,Resolved,84,Negative,1
7525699,149994,9079002,Wrong Item,2024-09-03 14:20:00,Resolved,51,Positive,1
7525701,103697,9239193,Cancellation,2022-06-15 20:24:00,Resolved,127,Negative,1
7525702,122670,9155687,Unknown,2024-01-12 13:08:00,Closed,6,Negative,1
7525703,147829,9038320,Return Request,2022-01-07 18:34:00,Escalated,2,Positive,1
7525704,142747,9004665,Return Request,2024-07-06 14:11:00,Open,67,Neutral,1
7525705,120791,9227730,Cancellation,2023-10-01 13:29:00,Open,9,Neutral,1
7525706,149797,9090094,Cancellation,2023-07-11 12:59:00,Resolved,60,Negative,1
7525707,137065,9112371,Return Request,2024-06-16 19:30:00,Escalated,46,Negative,1
7525708,104667,9041645,Technical Support,2023-03-23 12:41:00,Escalated,157,Neutral,1
7525709,144137,9137157,Unknown,2023-09-08 09:44:00,Escalated,31,Neutral,1
7525710,123793,9200665,Delivery Issue,2023-02-06 16:12:00,Resolved,138,Positive,1
7525711,109737,9031018,Technical Support,2023-03-28 14:43:00,Open,5,Neutral,1
7525712,130778,9240024,Product Quality,2024-08-15 11:57:00,Escalated,4,Neutral,1
7525713,121348,,Payment Issue,2022-03-19 09:15:00,Resolved,14,Negative,0
7525714,108589,9189530,Unknown,2025-02-13 12:42:00,Resolved,128,Negative,1
7525715,136314,9085144,Technical Support,2023-10-25 13:24:00,Resolved,111,Neutral,1
7525716,132336,9166379,Delivery Issue,2025-02-09 21:20:00,Resolved,15,Negative,1
7525718,112658,9196840,Cancellation,2024-04-08 03:57:00,Open,21,Negative,1
7525719,139631,9077041,Cancellation,2023-08-11 14:31:00,Resolved,15,Neutral,1
7525720,117793,,Product Quality,2022-03-01 18:19:00,Resolved,5,Negative,0
7525721,104984,9103445,Cancellation,2024-04-23 22:30:00,Escalated,31,Neutral,1
7525722,109347,9108225,Payment Issue,2023-07-26 06:27:00,Resolved,14,Positive,1
7525723,100564,9027094,Delivery Issue,2023-10-22 19:48:00,Open,55,Negative,1
7525724,114677,9150262,Wrong Item,2023-01-05 18:02:00,Open,111,Negative,1
7525725,102713,9093952,Payment Issue,2024-12-27 18:04:00,Open,119,Negative,1
7525727,114759,9193619,Refund,2022-02-23 21:23:00,Resolved,17,Positive,1
7525728,111014,9077973,Unknown,2023-06-26 23:03:00,Open,10,Positive,1
7525729,108758,,Delivery Issue,2022-10-24 18:40:00,Resolved,71,Positive,0
7525730,149870,9065589,Payment Issue,2022-03-29 00:30:00,Resolved,42,Positive,1
7525731,134190,9105483,Technical Support,2022-06-04 17:55:00,Resolved,66,Negative,1
7525734,100067,9161343,Refund,2022-11-20 17:38:00,Escalated,81,Negative,1
7525735,113147,9123397,Payment Issue,2022-06-27 13:39:00,Resolved,64,Neutral,1
7525736,136379,9248942,Delivery Issue,2023-01-16 21:50:00,Open,108,Positive,1
7525737,143422,9168659,Refund,2023-02-05 18:26:00,Resolved,10,Negative,1
7525738,117372,9244896,Return Request,2023-06-08 08:18:00,Resolved,61,Positive,1
7525739,116083,9196693,Product Quality,2022-08-14 13:48:00,Resolved,11,Neutral,1
7525740,109454,9169729,Return Request,2022-09-27 11:47:00,Escalated,133,Neutral,1
7525741,126184,9043912,Refund,2022-06-09 15:07:00,Resolved,10,Neutral,1
7525742,132188,9099134,Account Issue,2022-07-25 08:36:00,Resolved,23,Unknown,1
7525743,141702,9141675,Technical Support,2023-02-27 21:20:00,Resolved,14,Negative,1
7525744,123543,9109393,Account Issue,2025-01-09 02:14:00,Resolved,6,Negative,1
7525746,117102,9131702,Technical Support,2022-04-09 20:19:00,Resolved,101,Negative,1
7525748,148503,9214511,Wrong Item,2025-01-29 03:54:00,Resolved,15,Neutral,1
7525751,127486,9057500,Unknown,2022-06-12 19:22:00,Resolved,62,Negative,1
7525752,114216,9162364,Cancellation,2022-08-27 21:12:00,Resolved,49,Positive,1
7525753,149934,9135037,Delivery Issue,2023-11-12 22:22:00,Resolved,26,Neutral,1
7525754,125843,9122072,Technical Support,2022-10-28 03:06:00,Resolved,60,Negative,1
7525756,137553,9218151,Wrong Item,2024-02-15 05:20:00,Open,17,Negative,1
7525757,118923,9172611,Unknown,2023-04-28 22:52:00,Open,70,Neutral,1
7525758,117587,9095953,Payment Issue,2024-09-09 20:47:00,Resolved,182,Neutral,1
7525759,135108,9214165,Refund,2023-03-26 10:51:00,Escalated,105,Negative,1
7525760,144934,9014177,Wrong Item,2022-10-23 08:53:00,Resolved,162,Neutral,1
7525761,131162,9031498,Wrong Item,2023-09-21 13:07:00,Resolved,32,Neutral,1
7525763,103350,9129076,Account Issue,2022-09-02 21:23:00,Resolved,173,Negative,1
7525764,142936,9032466,Payment Issue,2023-10-04 21:18:00,Resolved,75,Negative,1
7525765,121679,9101060,Wrong Item,2024-06-05 16:19:00,Open,23,Neutral,1
7525766,135920,9237902,Return Request,2023-03-19 14:38:00,Open,21,Neutral,1
7525767,123220,9169567,Cancellation,2022-06-19 20:19:00,Open,50,Negative,1
7525768,146916,9071656,Product Quality,2023-10-31 17:45:00,Open,30,Negative,1
7525769,132729,9042814,Wrong Item,2024-10-23 12:39:00,Escalated,6,Neutral,1
7525771,134988,9031604,Technical Support,2024-09-30 11:44:00,Escalated,63,Positive,1
7525772,138633,9241202,Wrong Item,2023-12-09 01:29:00,Open,12,Positive,1
7525775,130382,9248988,Unknown,2022-09-28 20:07:00,Escalated,11,Positive,1
7525776,107740,9021761,Account Issue,2025-03-08 18:14:00,Escalated,38,Neutral,1
7525778,104695,9097279,Technical Support,2022-08-19 03:48:00,Resolved,53,Negative,1
7525779,105655,9014185,Payment Issue,2024-12-06 14:19:00,Resolved,63,Negative,1
7525780,119234,9073588,Return Request,2022-11-06 22:34:00,Open,24,Negative,1
7525781,101978,9105080,Product Quality,2022-01-03 12:17:00,Open,8,Negative,1
7525782,138832,9187558,Account Issue,2023-11-09 08:29:00,Open,164,Positive,1
7525783,109353,9112927,Technical Support,2023-03-02 19:00:00,Resolved,19,Negative,1
7525785,121242,9065785,Account Issue,2023-01-09 08:14:00,Escalated,44,Negative,1
7525786,136924,9196409,Delivery Issue,2022-11-30 13:10:00,Escalated,45,Neutral,1
7525787,103124,9175990,Technical Support,2022-07-19 21:52:00,Resolved,43,Positive,1
7525788,117828,9218244,Cancellation,2023-09-26 15:11:00,Resolved,15,Positive,1
7525789,140395,9172163,Account Issue,2023-03-27 14:45:00,Open,61,Neutral,1
7525790,134079,9178941,Refund,2023-10-13 13:53:00,Escalated,49,Positive,1
7525791,120630,9211818,Refund,2022-06-28 18:45:00,Escalated,5,Negative,1
7525792,106226,9015672,Cancellation,2022-06-17 08:06:00,Resolved,5,Negative,1
7525793,131181,9244890,Payment Issue,2023-03-11 22:06:00,Resolved,8,Positive,1
7525794,119975,9234609,Account Issue,2022-01-09 17:11:00,Resolved,47,Negative,1
7525795,100277,9057326,Cancellation,2024-07-22 12:29:00,Resolved,2,Neutral,1
7525796,135868,9079451,Technical Support,2022-10-20 18:18:00,Resolved,53,Neutral,1
7525797,108964,9152060,Account Issue,2024-09-25 17:08:00,Resolved,48,Negative,1
7525798,130533,9135055,Wrong Item,2024-07-01 22:58:00,Escalated,5,Unknown,1
7525800,108194,9189039,Cancellation,2023-08-14 09:27:00,Resolved,18,Negative,1
7525802,114442,9198426,Account Issue,2023-08-11 20:08:00,Open,29,Negative,1
7525803,112160,9127208,Payment Issue,2023-01-13 17:43:00,Escalated,2,Negative,1
7525804,115140,9018423,Payment Issue,2023-08-23 14:42:00,Resolved,121,Positive,1
7525805,127737,9228711,Unknown,2024-07-14 20:13:00,Escalated,38,Negative,1
7525806,141796,9247957,Product Quality,2023-09-26 12:54:00,Resolved,180,Neutral,1
7525807,123012,9231490,Account Issue,2022-09-28 18:32:00,Escalated,21,Negative,1
7525808,127013,9210381,Delivery Issue,2023-11-22 13:37:00,Resolved,51,Negative,1
7525809,111227,,Technical Support,2022-03-05 23:15:00,Resolved,55,Negative,0
7525810,145470,9028775,Refund,2022-12-22 17:37:00,Open,31,Negative,1
7525812,121547,9024778,Delivery Issue,2023-01-22 17:20:00,Open,163,Negative,1
7525813,114449,9242623,Account Issue,2022-08-02 06:38:00,Resolved,60,Neutral,1
7525814,136602,,Payment Issue,2022-01-07 22:38:00,Resolved,59,Negative,0
7525817,115180,9134737,Wrong Item,2022-07-16 04:20:00,Resolved,3,Positive,1
7525819,116763,,Delivery Issue,2024-12-14 16:19:00,Open,186,Negative,0
7525820,137252,,Account Issue,2023-11-04 21:41:00,Open,151,Negative,0
7525821,105861,9096377,Return Request,2022-09-07 21:14:00,Open,16,Positive,1
7525822,121360,,Cancellation,2024-09-29 13:47:00,Resolved,60,Neutral,0
7525823,104133,9063151,Technical Support,2024-09-24 10:37:00,Open,11,Neutral,1
7525824,104068,9068482,Refund,2022-01-03 16:04:00,Open,12,Negative,1
7525826,148678,9230546,Account Issue,2024-12-15 21:55:00,Resolved,3,Positive,1
7525827,141387,9143475,Technical Support,2024-10-14 11:47:00,Resolved,182,Positive,1
7525828,133088,9176682,Return Request,2024-07-22 19:48:00,Open,7,Negative,1
7525829,124665,9042407,Technical Support,2024-01-16 19:48:00,Resolved,53,Positive,1
7525830,135290,9067945,Product Quality,2022-10-19 09:45:00,Resolved,156,Neutral,1
7525832,121280,,Payment Issue,2024-09-22 15:13:00,Open,8,Negative,0
7525833,109461,9087453,Product Quality,2023-08-13 20:34:00,Open,39,Negative,1
7525834,135054,9120631,Product Quality,2024-01-22 21:27:00,Resolved,184,Negative,1
7525836,105808,9164715,Unknown,2022-07-20 20:07:00,Open,167,Negative,1
7525837,131357,9223136,Refund,2023-12-23 00:33:00,Escalated,41,Neutral,1
7525838,135243,9206942,Technical Support,2025-02-22 06:19:00,Open,40,Unknown,1
7525839,125544,9142253,Delivery Issue,2022-01-10 12:04:00,Resolved,68,Neutral,1
7525840,136610,9075016,Technical Support,2025-03-21 22:40:00,Open,13,Neutral,1
7525841,118604,9033020,Account Issue,2024-06-11 20:30:00,Resolved,83,Negative,1
7525842,120206,9069938,Unknown,2024-01-03 22:39:00,Open,21,Neutral,1
